% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
1.674	1	3	168	5	14	8	209	0
1.674	1	14	168	5	2	6	153	1
1.674	1	3	168	5	14	8	209	1
1.675	1	15	168	6	13	28	1095	0
1.675	1	5	168	6	15	4	105	0
1.675	1	15	168	6	13	28	1095	1
1.675	1	5	168	6	15	4	105	1
1.675	3	21	168	6	15	10	549	0
1.675	3	21	168	6	15	10	549	1
1.676	1	4	168	7	18	28	1095	0
1.676	1	10	168	7	3	8	209	0
1.676	1	10	168	7	3	8	209	1
1.676	1	4	168	7	18	28	1095	1
1.676	3	26	168	7	16	8	209	0
1.676	3	30	168	7	25	4	105	0
1.676	3	30	168	7	25	4	105	1
1.676	3	26	168	7	16	8	209	1
1.677	1	9	168	8	26	8	437	0
1.677	1	9	168	8	26	8	437	1
1.677	3	20	168	8	29	28	1095	0
1.677	3	19	168	8	1	4	105	0
1.677	3	20	168	8	29	28	1095	1
1.677	3	19	168	8	1	4	105	1
1.678	1	8	168	9	17	8	209	0
1.678	1	6	168	9	23	8	209	0
1.678	1	8	168	9	17	8	209	1
1.678	1	6	168	9	23	8	209	1
1.678	3	25	168	9	4	8	437	0
1.678	3	25	168	9	4	8	437	1
1.679	1	13	168	10	16	10	261	0
1.679	1	12	168	10	4	12	301	0
1.679	1	12	168	10	4	12	301	1
1.679	1	13	168	10	16	10	261	1
1.679	3	29	168	10	3	10	261	0
1.679	3	25	168	10	4	8	209	0
1.679	3	29	168	10	3	10	261	1
1.679	3	25	168	10	4	8	209	1
1.68	1	4	169	1	18	28	1095	0
1.68	1	10	169	1	3	8	209	0
1.68	1	10	169	1	3	8	209	1
1.68	1	4	169	1	18	28	1095	1
1.68	3	20	169	1	29	28	1095	0
1.68	3	18	169	1	2	10	261	0
1.68	3	20	169	1	29	28	1095	1
1.68	3	18	169	1	2	10	261	1
1.681	1	2	169	2	1	8	209	0
1.681	1	3	169	2	14	8	209	0
1.681	1	2	169	2	1	8	209	1
1.681	1	3	169	2	14	8	209	1
1.681	3	27	169	2	24	8	209	0
1.681	3	17	169	2	14	6	153	0
1.681	3	17	169	2	14	6	153	1
1.681	3	27	169	2	24	8	209	1
1.682	1	8	169	3	17	8	437	0
1.682	1	8	169	3	17	8	437	1
1.682	3	28	169	3	26	10	549	0
1.682	3	28	169	3	26	10	549	1
1.683	1	6	169	4	23	8	209	0
1.683	1	7	169	4	25	8	209	0
1.683	1	7	169	4	25	8	209	1
1.683	1	6	169	4	23	8	209	1
1.683	3	23	169	4	30	28	1095	0
1.683	3	29	169	4	3	10	261	0
1.683	3	23	169	4	30	28	1095	1
1.683	3	29	169	4	3	10	261	1
1.684	1	13	169	5	16	10	261	0
1.684	1	11	169	5	24	12	301	0
1.684	1	11	169	5	24	12	301	1
1.684	1	13	169	5	16	10	261	1
1.684	3	26	169	5	16	8	209	0
1.684	3	28	169	5	26	10	261	0
1.684	3	28	169	5	26	10	261	1
1.684	3	26	169	5	16	8	209	1
1.685	1	12	169	6	4	12	621	0
1.685	1	12	169	6	4	12	621	1
1.685	3	16	169	6	17	4	105	0
1.685	3	18	169	6	2	10	261	0
1.685	3	18	169	6	2	10	261	1
1.685	3	16	169	6	17	4	105	1
1.686	1	11	169	7	24	12	301	0
1.686	1	1	169	7	12	28	1095	0
1.686	1	11	169	7	24	12	301	1
1.686	1	1	169	7	12	28	1095	1
1.686	3	27	169	7	24	8	437	0
1.686	3	27	169	7	24	8	437	1
1.687	1	1	169	8	12	28	1095	0
1.687	1	15	169	8	13	28	1095	0
1.687	1	1	169	8	12	28	1095	1
1.687	1	15	169	8	13	28	1095	1
1.687	3	23	169	8	30	28	2292	0
1.687	3	23	169	8	30	28	2292	1
1.688	1	9	169	9	26	8	209	0
1.688	1	14	169	9	2	6	153	0
1.688	1	9	169	9	26	8	209	1
1.688	1	14	169	9	2	6	153	1
1.688	3	30	169	9	25	4	105	0
1.688	3	19	169	9	1	4	105	0
1.688	3	30	169	9	25	4	105	1
1.688	3	19	169	9	1	4	105	1
1.689	1	14	169	10	2	6	153	0
1.689	1	3	169	10	14	8	209	0
1.689	1	14	169	10	2	6	153	1
1.689	1	3	169	10	14	8	209	1
1.689	3	24	169	10	23	4	105	0
1.689	3	22	169	10	28	28	1095	0
1.689	3	22	169	10	28	28	1095	1
1.689	3	24	169	10	23	4	105	1
1.69	1	15	170	1	13	28	2292	0
1.69	1	15	170	1	13	28	2292	1
1.69	3	21	170	1	15	10	549	0
1.69	3	21	170	1	15	10	549	1
1.691	1	4	170	2	18	28	1095	0
1.691	1	10	170	2	3	8	209	0
1.691	1	10	170	2	3	8	209	1
1.691	1	4	170	2	18	28	1095	1
1.691	3	26	170	2	16	8	209	0
1.691	3	30	170	2	25	4	105	0
1.691	3	30	170	2	25	4	105	1
1.691	3	26	170	2	16	8	209	1
1.692	1	9	170	3	26	8	437	0
1.692	1	9	170	3	26	8	437	1
1.692	3	20	170	3	29	28	1095	0
1.692	3	19	170	3	1	4	105	0
1.692	3	20	170	3	29	28	1095	1
1.692	3	19	170	3	1	4	105	1
1.693	1	8	170	4	17	8	209	0
1.693	1	6	170	4	23	8	209	0
1.693	1	8	170	4	17	8	209	1
1.693	1	6	170	4	23	8	209	1
1.693	3	19	170	4	1	4	105	0
1.693	3	25	170	4	4	8	209	0
1.693	3	19	170	4	1	4	105	1
1.693	3	25	170	4	4	8	209	1
1.694	1	13	170	5	16	10	261	0
1.694	1	12	170	5	4	12	301	0
1.694	1	12	170	5	4	12	301	1
1.694	1	13	170	5	16	10	261	1
1.694	3	29	170	5	3	10	261	0
1.694	3	25	170	5	4	8	209	0
1.694	3	29	170	5	3	10	261	1
1.694	3	25	170	5	4	8	209	1
1.695	1	4	170	6	18	28	1095	0
1.695	1	10	170	6	3	8	209	0
1.695	1	10	170	6	3	8	209	1
1.695	1	4	170	6	18	28	1095	1
1.695	3	20	170	6	29	28	1095	0
1.695	3	18	170	6	2	10	261	0
1.695	3	20	170	6	29	28	1095	1
1.695	3	18	170	6	2	10	261	1
1.696	1	3	170	7	14	8	437	0
1.696	1	3	170	7	14	8	437	1
1.696	3	22	170	7	28	28	1095	0
1.696	3	27	170	7	24	8	137	0
1.696	3	17	170	7	14	6	153	1
1.696	3	27	170	7	24	8	209	1
1.697	1	8	170	8	17	8	209	0
1.697	1	5	170	8	15	6	153	0
1.697	1	5	170	8	15	6	153	1
1.697	1	8	170	8	17	8	209	1
1.697	3	17	170	8	14	6	153	0
1.697	3	28	170	8	26	10	261	0
1.697	3	28	170	8	26	10	549	1
1.698	1	6	170	9	23	8	209	0
1.698	1	11	170	9	24	12	301	0
1.698	1	11	170	9	24	12	301	1
1.698	1	6	170	9	23	8	209	1
1.698	3	23	170	9	30	28	1095	0
1.698	3	29	170	9	3	10	261	0
1.698	3	23	170	9	30	28	1095	1
1.698	3	29	170	9	3	10	261	1
1.699	1	13	170	10	16	10	261	0
1.699	1	7	170	10	25	8	209	0
1.699	1	7	170	10	25	8	209	1
1.699	1	13	170	10	16	10	261	1
1.699	3	26	170	10	16	8	209	0
1.699	3	28	170	10	26	10	261	0
1.699	3	28	170	10	26	10	261	1
1.699	3	26	170	10	16	8	209	1
1.7	1	2	171	1	1	8	209	0
1.7	1	12	171	1	4	12	301	0
1.7	1	2	171	1	1	8	209	1
1.7	1	12	171	1	4	12	301	1
1.7	3	18	171	1	2	10	549	0
1.7	3	18	171	1	2	10	549	1
1.701	1	11	171	2	24	12	301	0
1.701	1	1	171	2	12	28	1095	0
1.701	1	11	171	2	24	12	301	1
1.701	1	1	171	2	12	28	1095	1
1.701	3	27	171	2	24	8	437	0
1.701	3	27	171	2	24	8	437	1
1.702	1	1	171	3	12	28	1095	0
1.702	1	15	171	3	13	28	1095	0
1.702	1	1	171	3	12	28	1095	1
1.702	1	15	171	3	13	28	1095	1
1.702	3	23	171	3	30	28	2292	0
1.702	3	23	171	3	30	28	2292	1
1.703	1	9	171	4	26	8	209	0
1.703	1	14	171	4	2	6	153	0
1.703	1	9	171	4	26	8	209	1
1.703	1	14	171	4	2	6	153	1
1.703	3	30	171	4	25	4	105	0
1.703	3	19	171	4	1	4	105	0
1.703	3	30	171	4	25	4	105	1
1.703	3	19	171	4	1	4	105	1
1.704	1	14	171	5	2	6	153	0
1.704	1	3	171	5	14	8	209	0
1.704	1	14	171	5	2	6	153	1
1.704	1	3	171	5	14	8	209	1
1.705	1	15	171	6	13	28	2292	0
1.705	1	15	171	6	13	28	2292	1
1.705	3	21	171	6	15	10	549	0
1.705	3	21	171	6	15	10	549	1
1.706	1	4	171	7	18	28	1095	0
1.706	1	10	171	7	3	8	209	0
1.706	1	10	171	7	3	8	209	1
1.706	1	4	171	7	18	28	1095	1
1.706	3	26	171	7	16	8	209	0
1.706	3	30	171	7	25	4	105	0
1.706	3	30	171	7	25	4	105	1
1.706	3	26	171	7	16	8	209	1
1.707	1	9	171	8	26	8	437	0
1.707	1	9	171	8	26	8	437	1
1.707	3	20	171	8	29	28	1095	0
1.707	3	19	171	8	1	4	105	0
1.707	3	20	171	8	29	28	1095	1
1.707	3	19	171	8	1	4	105	1
1.708	1	8	171	9	17	8	209	0
1.708	1	6	171	9	23	8	209	0
1.708	1	8	171	9	17	8	209	1
1.708	1	6	171	9	23	8	209	1
1.708	3	16	171	9	17	4	105	0
1.708	3	25	171	9	4	8	209	0
1.708	3	25	171	9	4	8	209	1
1.708	3	16	171	9	17	4	105	1
1.709	1	13	171	10	16	10	261	0
1.709	1	12	171	10	4	12	301	0
1.709	1	12	171	10	4	12	301	1
1.709	1	13	171	10	16	10	261	1
1.709	3	29	171	10	3	10	261	0
1.709	3	25	171	10	4	8	209	0
1.709	3	29	171	10	3	10	261	1
1.709	3	25	171	10	4	8	209	1
1.71	1	4	172	1	18	28	1095	0
1.71	1	10	172	1	3	8	209	0
1.71	1	10	172	1	3	8	209	1
1.71	1	4	172	1	18	28	1095	1
1.71	3	20	172	1	29	28	1095	0
1.71	3	18	172	1	2	10	261	0
1.71	3	20	172	1	29	28	1095	1
1.71	3	18	172	1	2	10	261	1
1.711	1	3	172	2	14	8	437	0
1.711	1	3	172	2	14	8	437	1
1.711	3	17	172	2	14	6	153	0
1.711	3	27	172	2	24	8	209	0
1.711	3	17	172	2	14	6	153	1
1.711	3	27	172	2	24	8	209	1
1.712	1	8	172	3	17	8	437	0
1.712	1	8	172	3	17	8	437	1
1.712	3	28	172	3	26	10	549	0
1.712	3	28	172	3	26	10	549	1
1.713	1	6	172	4	23	8	209	0
1.713	1	11	172	4	24	12	301	0
1.713	1	11	172	4	24	12	301	1
1.713	1	6	172	4	23	8	209	1
1.713	3	23	172	4	30	28	1095	0
1.713	3	29	172	4	3	10	261	0
1.713	3	23	172	4	30	28	1095	1
1.713	3	29	172	4	3	10	261	1
1.714	1	13	172	5	16	10	549	0
1.714	1	13	172	5	16	10	549	1
1.714	3	26	172	5	16	8	209	0
1.714	3	28	172	5	26	10	261	0
1.714	3	28	172	5	26	10	261	1
1.714	3	26	172	5	16	8	209	1
1.715	1	12	172	6	4	12	621	0
1.715	1	12	172	6	4	12	621	1
1.715	3	18	172	6	2	10	549	0
1.715	3	18	172	6	2	10	549	1
1.716	1	11	172	7	24	12	301	0
1.716	1	1	172	7	12	28	1095	0
1.716	1	11	172	7	24	12	301	1
1.716	1	1	172	7	12	28	1095	1
1.716	3	17	172	7	14	6	153	0
1.716	3	27	172	7	24	8	209	0
1.716	3	17	172	7	14	6	153	1
1.716	3	27	172	7	24	8	209	1
1.717	1	1	172	8	12	28	1095	0
1.717	1	15	172	8	13	28	1095	0
1.717	1	1	172	8	12	28	1095	1
1.717	1	15	172	8	13	28	1095	1
1.717	3	24	172	8	23	4	105	0
1.717	3	23	172	8	30	28	1095	0
1.717	3	23	172	8	30	28	1095	1
1.717	3	24	172	8	23	4	105	1
1.718	1	9	172	9	26	8	209	0
1.718	1	14	172	9	2	6	153	0
1.718	1	9	172	9	26	8	209	1
1.718	1	14	172	9	2	6	153	1
1.718	3	30	172	9	25	4	105	0
1.718	3	19	172	9	1	4	105	0
1.718	3	30	172	9	25	4	105	1
1.718	3	19	172	9	1	4	105	1
1.719	1	14	172	10	2	6	153	0
1.719	1	3	172	10	14	8	209	0
1.719	1	14	172	10	2	6	153	1
1.719	1	3	172	10	14	8	209	1
1.719	3	21	172	10	15	10	549	0
1.719	3	21	172	10	15	10	549	1
1.72	1	15	173	1	13	28	1095	0
1.72	1	5	173	1	15	6	153	0
1.72	1	15	173	1	13	28	1095	1
1.72	1	5	173	1	15	6	153	1
1.72	3	21	173	1	15	10	261	0
1.72	3	22	173	1	28	28	1095	0
1.72	3	22	173	1	28	28	1095	1
1.72	3	21	173	1	15	10	261	1
1.721	1	4	173	2	18	28	1095	0
1.721	1	10	173	2	3	8	209	0
1.721	1	10	173	2	3	8	209	1
1.721	1	4	173	2	18	28	1095	1
1.721	3	26	173	2	16	8	209	0
1.721	3	30	173	2	25	4	105	0
1.721	3	30	173	2	25	4	105	1
1.721	3	26	173	2	16	8	209	1
1.722	1	7	173	3	25	8	209	0
1.722	1	9	173	3	26	8	209	0
1.722	1	7	173	3	25	8	209	1
1.722	1	9	173	3	26	8	209	1
1.722	3	20	173	3	29	28	1095	0
1.722	3	19	173	3	1	4	105	0
1.722	3	20	173	3	29	28	1095	1
1.722	3	19	173	3	1	4	105	1
1.723	1	8	173	4	17	8	209	0
1.723	1	6	173	4	23	8	209	0
1.723	1	8	173	4	17	8	209	1
1.723	1	6	173	4	23	8	209	1
1.723	3	19	173	4	1	4	105	0
1.723	3	25	173	4	4	8	209	0
1.723	3	19	173	4	1	4	105	1
1.723	3	25	173	4	4	8	209	1
1.724	1	13	173	5	16	10	261	0
1.724	1	12	173	5	4	12	301	0
1.724	1	12	173	5	4	12	301	1
1.724	1	13	173	5	16	10	261	1
1.724	3	29	173	5	3	10	261	0
1.724	3	25	173	5	4	8	209	0
1.724	3	29	173	5	3	10	261	1
1.724	3	25	173	5	4	8	209	1
1.725	1	4	173	6	18	28	1095	0
1.725	1	10	173	6	3	8	209	0
1.725	1	10	173	6	3	8	209	1
1.725	1	4	173	6	18	28	1095	1
1.725	3	20	173	6	29	28	1095	0
1.725	3	18	173	6	2	10	261	0
1.725	3	20	173	6	29	28	1095	1
1.725	3	18	173	6	2	10	261	1
1.726	1	8	173	7	17	8	209	0
1.726	1	3	173	7	14	8	209	0
1.726	1	3	173	7	14	8	209	1
1.726	1	8	173	7	17	8	209	1
1.726	3	17	173	7	14	6	153	0
1.726	3	27	173	7	24	8	209	0
1.726	3	17	173	7	14	6	153	1
1.726	3	27	173	7	24	8	209	1
1.727	1	2	173	8	1	8	209	0
1.727	1	5	173	8	15	6	153	0
1.727	1	2	173	8	1	8	209	1
1.727	1	5	173	8	15	6	153	1
1.727	3	22	173	8	28	28	1095	0
1.727	3	28	173	8	26	10	173	0
1.727	3	28	173	8	26	10	261	1
1.727	3	29	173	8	3	10	261	1
1.728	1	6	173	9	23	8	209	0
1.728	1	11	173	9	24	12	301	0
1.728	1	11	173	9	24	12	301	1
1.728	1	6	173	9	23	8	209	1
1.728	3	29	173	9	3	10	261	0
1.728	3	23	173	9	30	28	1095	0
1.728	3	23	173	9	30	28	2292	1
1.729	1	13	173	10	16	10	549	0
1.729	1	13	173	10	16	10	549	1
1.729	3	20	173	10	29	28	1095	0
1.729	3	26	173	10	16	8	137	0
1.729	3	28	173	10	26	10	261	1
1.729	3	26	173	10	16	8	209	1
1.73	1	12	174	1	4	12	621	0
1.73	1	12	174	1	4	12	621	1
1.73	3	28	174	1	26	10	173	0
1.73	3	18	174	1	2	10	173	0
1.73	3	16	174	1	17	4	69	0
1.73	3	18	174	1	2	10	261	1
1.73	3	16	174	1	17	4	105	1
1.731	1	11	174	2	24	12	301	0
1.731	1	1	174	2	12	28	1095	0
1.731	1	11	174	2	24	12	301	1
1.731	1	1	174	2	12	28	1095	1
1.731	3	17	174	2	14	6	153	0
1.731	3	27	174	2	24	8	209	0
1.731	3	17	174	2	14	6	153	1
1.731	3	27	174	2	24	8	209	1
1.732	1	1	174	3	12	28	1095	0
1.732	1	15	174	3	13	28	1095	0
1.732	1	1	174	3	12	28	1095	1
1.732	1	15	174	3	13	28	1095	1
1.732	3	23	174	3	30	28	2292	0
1.732	3	23	174	3	30	28	2292	1
1.733	1	9	174	4	26	8	209	0
1.733	1	14	174	4	2	6	153	0
1.733	1	9	174	4	26	8	209	1
1.733	1	14	174	4	2	6	153	1
1.733	3	19	174	4	1	4	105	0
1.733	3	30	174	4	25	4	105	0
1.733	3	30	174	4	25	4	105	1
1.733	3	19	174	4	1	4	105	1
1.734	1	14	174	5	2	6	153	0
1.734	1	3	174	5	14	8	209	0
1.734	1	14	174	5	2	6	153	1
1.734	1	3	174	5	14	8	209	1
1.734	3	28	174	5	26	10	173	0
1.734	3	21	174	5	15	10	173	0
1.734	3	24	174	5	23	4	69	0
1.734	3	21	174	5	15	10	261	1
1.734	3	24	174	5	23	4	105	1
1.735	1	15	174	6	13	28	1095	0
1.735	1	5	174	6	15	6	153	0
1.735	1	15	174	6	13	28	1095	1
1.735	1	5	174	6	15	6	153	1
1.735	3	23	174	6	30	28	1095	0
1.735	3	21	174	6	15	10	173	0
1.735	3	30	174	6	25	4	105	1
1.735	3	21	174	6	15	10	261	1
1.736	1	4	174	7	18	28	1095	0
1.736	1	10	174	7	3	8	209	0
1.736	1	10	174	7	3	8	209	1
1.736	1	4	174	7	18	28	1095	1
1.736	3	30	174	7	25	4	105	0
1.736	3	26	174	7	16	8	209	0
1.736	3	26	174	7	16	8	437	1
1.737	1	9	174	8	26	8	437	0
1.737	1	9	174	8	26	8	437	1
1.737	3	20	174	8	29	28	1095	0
1.737	3	19	174	8	1	4	105	0
1.737	3	20	174	8	29	28	1095	1
1.737	3	19	174	8	1	4	105	1
1.738	1	8	174	9	17	8	209	0
1.738	1	6	174	9	23	8	209	0
1.738	1	8	174	9	17	8	209	1
1.738	1	6	174	9	23	8	209	1
1.738	3	19	174	9	1	4	105	0
1.738	3	25	174	9	4	8	209	0
1.738	3	19	174	9	1	4	105	1
1.738	3	25	174	9	4	8	209	1
1.739	1	13	174	10	16	10	261	0
1.739	1	12	174	10	4	12	301	0
1.739	1	12	174	10	4	12	301	1
1.739	1	13	174	10	16	10	261	1
1.739	3	29	174	10	3	10	261	0
1.739	3	25	174	10	4	8	209	0
1.739	3	29	174	10	3	10	261	1
1.739	3	25	174	10	4	8	209	1
1.74	1	4	175	1	18	28	1095	0
1.74	1	10	175	1	3	8	209	0
1.74	1	10	175	1	3	8	209	1
1.74	1	4	175	1	18	28	1095	1
1.74	3	20	175	1	29	28	1095	0
1.74	3	18	175	1	2	10	261	0
1.74	3	20	175	1	29	28	1095	1
1.74	3	18	175	1	2	10	261	1
1.741	1	8	175	2	17	8	209	0
1.741	1	3	175	2	14	8	209	0
1.741	1	3	175	2	14	8	209	1
1.741	1	8	175	2	17	8	209	1
1.741	3	29	175	2	3	10	549	0
1.741	3	29	175	2	3	10	549	1
1.742	1	2	175	3	1	8	209	0
1.742	1	5	175	3	15	6	153	0
1.742	1	2	175	3	1	8	209	1
1.742	1	5	175	3	15	6	153	1
1.742	3	23	175	3	30	28	1095	0
1.742	3	28	175	3	26	10	261	0
1.742	3	28	175	3	26	10	549	1
1.743	1	6	175	4	23	8	209	0
1.743	1	11	175	4	24	12	301	0
1.743	1	11	175	4	24	12	301	1
1.743	1	6	175	4	23	8	209	1
1.743	3	28	175	4	26	10	261	0
1.743	3	23	175	4	30	28	1095	0
1.743	3	28	175	4	26	10	261	1
1.743	3	23	175	4	30	28	1095	1
1.744	1	13	175	5	16	10	261	0
1.744	1	7	175	5	25	8	209	0
1.744	1	7	175	5	25	8	209	1
1.744	1	13	175	5	16	10	261	1
1.744	3	18	175	5	2	10	261	0
1.744	3	26	175	5	16	8	209	0
1.744	3	18	175	5	2	10	261	1
1.744	3	26	175	5	16	8	209	1
1.745	1	12	175	6	4	12	621	0
1.745	1	12	175	6	4	12	621	1
1.745	3	17	175	6	14	6	325	0
1.745	3	17	175	6	14	6	325	1
1.746	1	11	175	7	24	12	301	0
1.746	1	1	175	7	12	28	1095	0
1.746	1	11	175	7	24	12	301	1
1.746	1	1	175	7	12	28	1095	1
1.746	3	27	175	7	24	8	437	0
1.746	3	27	175	7	24	8	437	1
1.747	1	1	175	8	12	28	1095	0
1.747	1	15	175	8	13	28	1095	0
1.747	1	1	175	8	12	28	1095	1
1.747	1	15	175	8	13	28	1095	1
1.747	3	23	175	8	30	28	2292	0
1.747	3	23	175	8	30	28	2292	1
1.748	1	9	175	9	26	8	209	0
1.748	1	14	175	9	2	6	153	0
1.748	1	9	175	9	26	8	209	1
1.748	1	14	175	9	2	6	153	1
1.748	3	30	175	9	25	4	105	0
1.748	3	19	175	9	1	4	105	0
1.748	3	30	175	9	25	4	105	1
1.748	3	19	175	9	1	4	105	1
1.749	1	14	175	10	2	6	325	0
1.749	1	14	175	10	2	6	325	1
1.749	3	21	175	10	15	10	549	0
1.749	3	21	175	10	15	10	549	1
1.75	1	15	176	1	13	28	1095	0
1.75	1	3	176	1	14	8	209	0
1.75	1	15	176	1	13	28	1095	1
1.75	1	3	176	1	14	8	209	1
1.75	3	23	176	1	30	28	1095	0
1.75	3	30	176	1	25	4	69	0
1.75	3	30	176	1	25	4	105	1
1.75	3	21	176	1	15	10	261	1
1.751	1	4	176	2	18	28	1095	0
1.751	1	10	176	2	3	8	209	0
1.751	1	10	176	2	3	8	209	1
1.751	1	4	176	2	18	28	1095	1
1.751	3	21	176	2	15	10	129	0
1.751	3	26	176	2	16	8	101	0
1.751	3	30	176	2	25	4	51	0
1.751	3	22	176	2	28	28	549	0
1.751	3	22	176	2	28	28	1095	1
1.751	3	26	176	2	16	8	209	1
1.752	1	9	176	3	26	8	437	0
1.752	1	9	176	3	26	8	437	1
1.752	3	21	176	3	15	10	173	0
1.752	3	20	176	3	29	28	749	0
1.752	3	19	176	3	1	4	69	0
1.752	3	20	176	3	29	28	1095	1
1.752	3	19	176	3	1	4	105	1
1.753	1	1	176	4	12	28	1095	0
1.753	1	8	176	4	17	8	137	0
1.753	1	8	176	4	17	8	209	1
1.753	1	6	176	4	23	8	209	1
1.753	3	16	176	4	17	4	69	0
1.753	3	19	176	4	1	4	69	0
1.753	3	25	176	4	4	8	137	0
1.753	3	25	176	4	4	8	209	1
1.753	3	16	176	4	17	4	105	1
1.754	1	6	176	5	23	8	209	0
1.754	1	12	176	5	4	12	301	0
1.754	1	12	176	5	4	12	621	1
1.754	3	29	176	5	3	10	549	0
1.754	3	29	176	5	3	10	549	1
1.755	1	10	176	6	3	8	437	0
1.755	1	10	176	6	3	8	437	1
1.756	1	3	176	7	14	8	209	0
1.756	1	13	176	7	16	10	261	0
1.756	1	3	176	7	14	8	209	1
1.756	1	13	176	7	16	10	261	1
1.756	3	20	176	7	29	28	1095	0
1.756	3	17	176	7	14	6	153	0
1.756	3	20	176	7	29	28	1095	1
1.756	3	17	176	7	14	6	153	1
1.757	1	5	176	8	15	6	153	0
1.757	1	4	176	8	18	28	1095	0
1.757	1	5	176	8	15	6	153	1
1.757	1	4	176	8	18	28	1095	1
1.757	3	23	176	8	30	28	1095	0
1.757	3	28	176	8	26	10	173	0
1.757	3	28	176	8	26	10	261	1
1.757	3	29	176	8	3	10	261	1
1.758	1	6	176	9	23	8	437	0
1.758	1	6	176	9	23	8	437	1
1.758	3	22	176	9	28	28	549	0
1.758	3	29	176	9	3	10	129	0
1.758	3	28	176	9	26	10	129	0
1.758	3	23	176	9	30	28	549	0
1.758	3	28	176	9	26	10	261	1
1.758	3	23	176	9	30	28	1095	1
1.759	1	11	176	10	24	12	301	0
1.759	1	13	176	10	16	10	261	0
1.759	1	11	176	10	24	12	301	1
1.759	1	13	176	10	16	10	261	1
1.759	3	26	176	10	16	8	437	0
1.759	3	26	176	10	16	8	437	1
1.76	1	7	177	1	25	8	437	0
1.76	1	7	177	1	25	8	437	1
1.76	3	17	177	1	14	6	153	0
1.76	3	16	177	1	17	4	105	0
1.76	3	17	177	1	14	6	153	1
1.76	3	16	177	1	17	4	105	1
1.761	1	11	177	2	24	12	621	0
1.761	1	11	177	2	24	12	621	1
1.761	3	27	177	2	24	8	209	0
1.761	3	18	177	2	2	10	261	0
1.761	3	18	177	2	2	10	261	1
1.761	3	27	177	2	24	8	209	1
1.762	1	14	177	3	2	6	153	0
1.762	1	1	177	3	12	28	1095	0
1.762	1	14	177	3	2	6	153	1
1.762	1	1	177	3	12	28	1095	1
1.762	3	25	177	3	4	8	209	0
1.762	3	24	177	3	23	4	105	0
1.762	3	25	177	3	4	8	209	1
1.762	3	24	177	3	23	4	105	1
1.763	1	9	177	4	26	8	209	0
1.763	1	12	177	4	4	12	301	0
1.763	1	9	177	4	26	8	209	1
1.763	1	12	177	4	4	12	301	1
1.763	3	27	177	4	24	8	209	0
1.763	3	19	177	4	1	4	105	0
1.763	3	19	177	4	1	4	105	1
1.763	3	27	177	4	24	8	209	1
1.764	1	14	177	5	2	6	153	0
1.764	1	1	177	5	12	28	1095	0
1.764	1	14	177	5	2	6	153	1
1.764	1	1	177	5	12	28	1095	1
1.764	3	21	177	5	15	10	261	0
1.764	3	23	177	5	30	28	1095	0
1.764	3	23	177	5	30	28	1095	1
1.764	3	21	177	5	15	10	261	1
1.765	1	15	177	6	13	28	2292	0
1.765	1	15	177	6	13	28	2292	1
1.765	3	30	177	6	25	4	225	0
1.765	3	30	177	6	25	4	225	1
1.766	1	4	177	7	18	28	2292	0
1.766	1	4	177	7	18	28	2292	1
1.767	1	7	177	8	25	8	437	0
1.767	1	7	177	8	25	8	437	1
1.767	3	20	177	8	29	28	2292	0
1.767	3	20	177	8	29	28	2292	1
1.768	1	2	177	9	1	8	209	0
1.768	1	12	177	9	4	12	301	0
1.768	1	2	177	9	1	8	209	1
1.768	1	12	177	9	4	12	301	1
1.768	3	25	177	9	4	8	437	0
1.768	3	25	177	9	4	8	437	1
1.769	1	1	177	10	12	28	1095	0
1.769	1	10	177	10	3	8	137	0
1.769	1	10	177	10	3	8	209	1
1.769	1	5	177	10	15	6	153	1
1.769	3	29	177	10	3	10	261	0
1.769	3	21	177	10	15	10	261	0
1.769	3	29	177	10	3	10	261	1
1.769	3	21	177	10	15	10	261	1
1.77	1	5	178	1	15	6	153	0
1.77	1	3	178	1	14	8	209	0
1.77	1	3	178	1	14	8	437	1
1.77	3	26	178	1	16	8	437	0
1.77	3	26	178	1	16	8	437	1
1.771	1	5	178	2	15	6	153	0
1.771	1	10	178	2	3	8	209	0
1.771	1	10	178	2	3	8	209	1
1.771	1	5	178	2	15	6	153	1
1.772	1	15	178	3	13	28	2292	0
1.772	1	9	178	3	26	8	209	1
1.772	1	6	178	3	23	8	209	1
1.772	3	28	178	3	26	10	261	0
1.772	3	20	178	3	29	28	1095	0
1.772	3	28	178	3	26	10	261	1
1.772	3	20	178	3	29	28	1095	1
1.773	1	6	178	4	23	8	137	0
1.773	1	9	178	4	26	8	137	0
1.773	1	13	178	4	16	10	173	0
1.773	1	13	178	4	16	10	549	1
1.773	3	23	178	4	30	28	1095	0
1.773	3	18	178	4	2	10	261	0
1.773	3	23	178	4	30	28	1095	1
1.773	3	18	178	4	2	10	261	1
1.774	1	14	178	5	2	6	325	0
1.774	1	14	178	5	2	6	325	1
1.774	3	26	178	5	16	8	209	0
1.774	3	19	178	5	1	4	105	0
1.774	3	19	178	5	1	4	105	1
1.774	3	26	178	5	16	8	209	1
1.775	1	6	178	6	23	8	209	0
1.775	1	11	178	6	24	12	301	0
1.775	1	11	178	6	24	12	301	1
1.775	1	6	178	6	23	8	209	1
1.775	3	29	178	6	3	10	173	0
