% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
1687	3	17	14	0	6	153	0	1	1	0
1687	3	27	24	0	8	209	0	1	1	0
1687	4	17	14	0	6	153	0	1	0	1
1687	4	27	24	0	8	209	0	1	1	1
1688	3	28	26	0	10	549	0	1	1	0
1689	1	6	23	0	8	209	0	1	0	0
1689	1	7	25	0	8	209	0	1	1	0
1689	3	29	3	0	10	261	0	1	0	0
1689	3	23	30	0	28	1095	0	1	1	0
1690	1	13	16	0	10	261	0	1	0	0
1690	1	11	24	0	12	301	0	1	1	0
1690	3	26	16	0	8	209	0	1	1	0
1690	3	28	26	0	10	261	0	1	0	0
1691	3	18	2	0	10	261	0	1	0	0
1691	3	16	17	0	4	105	0	1	1	0
1692	1	1	12	0	28	1095	0	1	1	0
1692	1	11	24	0	12	301	0	1	0	0
1693	1	1	12	0	28	1095	0	1	0	0
1693	1	15	13	0	28	1095	0	1	1	0
1694	1	14	2	0	6	153	0	1	1	0
1694	1	9	26	0	8	209	0	1	1	0
1694	2	14	2	0	6	153	0	1	0	1
1694	2	9	26	0	8	209	0	1	1	1
1694	3	19	1	0	4	105	0	1	1	0
1694	3	30	25	0	4	105	0	1	1	0
1694	4	19	1	0	4	105	0	1	1	1
1694	4	30	25	0	4	105	0	1	1	1
1695	1	14	2	0	6	153	0	1	0	0
1695	1	3	14	0	8	209	0	1	1	0
1695	3	24	23	0	4	105	0	1	1	0
1695	3	22	28	0	28	1095	0	1	0	0
1696	3	21	15	0	10	549	0	1	1	0
1697	1	10	3	0	8	209	0	1	1	0
1697	1	4	18	0	28	1095	0	1	1	0
1698	3	19	1	0	4	105	0	1	1	0
1698	3	20	29	0	28	1095	0	1	1	0
1699	2	8	17	0	8	209	0	1	1	1
1699	2	6	23	0	8	209	0	1	0	1
1699	1	8	17	0	8	209	0	1	1	0
1699	1	6	23	0	8	209	0	1	1	0
1699	4	19	1	0	4	105	0	1	0	1
1699	4	25	4	0	8	209	0	1	1	1
1699	3	19	1	0	4	105	0	1	0	0
1699	3	25	4	0	8	209	0	1	1	0
1700	1	12	4	0	12	301	0	1	1	0
1700	1	13	16	0	10	261	0	1	1	0
1700	3	29	3	0	10	261	0	1	1	0
1700	3	25	4	0	8	209	0	1	0	0
1701	3	18	2	0	10	261	0	1	1	0
1701	3	20	29	0	28	1095	0	1	0	0
1702	3	27	24	0	8	137	0	1	1	0
1702	3	22	28	0	28	1095	1	0	1	0
1702	4	17	14	0	6	153	0	1	1	1
1702	4	27	24	0	8	209	0	1	1	1
1703	1	5	15	0	6	153	0	1	1	0
1703	1	8	17	0	8	209	0	1	0	0
1703	3	17	14	0	6	153	0	1	0	0
1703	3	28	26	0	10	261	0	1	1	0
1704	1	6	23	0	8	209	0	1	0	0
1704	1	11	24	0	12	301	0	1	1	0
1704	3	29	3	0	10	261	0	1	0	0
1704	3	23	30	0	28	1095	0	1	1	0
1705	1	13	16	0	10	261	0	1	0	0
1705	1	7	25	0	8	209	0	1	1	0
1705	3	26	16	0	8	209	0	1	1	0
1705	3	28	26	0	10	261	0	1	0	0
1706	1	2	1	0	8	209	0	1	1	0
1706	1	12	4	0	12	301	0	1	0	0
1707	1	1	12	0	28	1095	0	1	1	0
1707	1	11	24	0	12	301	0	1	0	0
1708	1	1	12	0	28	1095	0	1	0	0
1708	1	15	13	0	28	1095	0	1	1	0
1709	1	14	2	0	6	153	0	1	1	0
1709	1	9	26	0	8	209	0	1	1	0
1709	2	14	2	0	6	153	0	1	1	1
1709	2	9	26	0	8	209	0	1	0	1
1709	3	19	1	0	4	105	0	1	1	0
1709	3	30	25	0	4	105	0	1	1	0
1709	4	19	1	0	4	105	0	1	1	1
1709	4	30	25	0	4	105	0	1	1	1
1710	1	14	2	0	6	153	0	1	0	0
1710	1	3	14	0	8	209	0	1	1	0
1711	3	21	15	0	10	549	0	1	1	0
1712	1	10	3	0	8	209	0	1	1	0
1712	1	4	18	0	28	1095	0	1	1	0
1713	3	19	1	0	4	105	0	1	0	0
1713	3	20	29	0	28	1095	0	1	1	0
1714	1	8	17	0	8	209	0	1	1	0
1714	1	6	23	0	8	209	0	1	1	0
1714	3	25	4	0	8	209	0	1	1	0
1714	3	16	17	0	4	105	0	1	1	0
1715	1	12	4	0	12	301	0	1	1	0
1715	1	13	16	0	10	261	0	1	1	0
1715	3	29	3	0	10	261	0	1	1	0
1715	3	25	4	0	8	209	0	1	0	0
1716	3	18	2	0	10	261	0	1	1	0
1716	3	20	29	0	28	1095	0	1	0	0
1717	3	17	14	0	6	153	0	1	1	0
1717	3	27	24	0	8	209	0	1	1	0
1718	3	28	26	0	10	549	0	1	1	0
1719	1	6	23	0	8	209	0	1	0	0
1719	1	11	24	0	12	301	0	1	1	0
1719	3	29	3	0	10	261	0	1	0	0
1719	3	23	30	0	28	1095	0	1	1	0
1720	3	26	16	0	8	209	0	1	1	0
1720	3	28	26	0	10	261	0	1	0	0
1722	1	1	12	0	28	1095	0	1	1	0
1722	1	11	24	0	12	301	0	1	0	0
1723	1	1	12	0	28	1095	0	1	0	0
1723	1	15	13	0	28	1095	0	1	1	0
1723	3	24	23	0	4	105	0	1	1	0
1723	3	23	30	0	28	1095	0	1	0	0
1724	1	14	2	0	6	153	0	1	1	0
1724	1	9	26	0	8	209	0	1	1	0
1724	2	14	2	0	6	153	0	1	1	1
1724	2	9	26	0	8	209	0	1	1	1
1724	3	19	1	0	4	105	0	1	1	0
1724	3	30	25	0	4	105	0	1	1	0
1724	4	19	1	0	4	105	0	1	1	1
1724	4	30	25	0	4	105	0	1	1	1
1725	1	14	2	0	6	153	0	1	0	0
1725	1	3	14	0	8	209	0	1	1	0
1725	3	21	15	0	10	549	0	1	1	0
1726	1	15	13	0	28	1095	0	1	0	0
1726	1	5	15	0	6	153	0	1	1	0
1726	3	21	15	0	10	261	0	1	0	0
1726	3	22	28	0	28	1095	0	1	0	0
1727	1	10	3	0	8	209	0	1	1	0
1727	1	4	18	0	28	1095	0	1	1	0
1728	1	7	25	0	8	209	0	1	1	0
1728	1	9	26	0	8	209	0	1	0	0
1728	3	19	1	0	4	105	0	1	1	0
1728	3	20	29	0	28	1095	0	1	0	0
1729	2	8	17	0	8	209	0	1	1	1
1729	2	6	23	0	8	209	0	1	0	1
1729	1	8	17	0	8	209	0	1	1	0
1729	1	6	23	0	8	209	0	1	1	0
1729	3	19	1	0	4	105	0	1	0	0
1729	3	25	4	0	8	209	0	1	1	0
1729	4	19	1	0	4	105	0	1	0	1
1729	4	25	4	0	8	209	0	1	1	1
1730	1	12	4	0	12	301	0	1	1	0
1730	1	13	16	0	10	261	0	1	1	0
1730	3	29	3	0	10	261	0	1	1	0
1730	3	25	4	0	8	209	0	1	0	0
1731	3	18	2	0	10	261	0	1	1	0
1731	3	20	29	0	28	1095	0	1	0	0
1732	3	17	14	0	6	153	0	1	1	0
1732	3	27	24	0	8	209	0	1	1	0
1732	4	17	14	0	6	153	0	1	0	1
1732	4	27	24	0	8	209	0	1	1	1
1733	1	2	1	0	8	209	0	1	1	0
1733	1	5	15	0	6	153	0	1	0	0
1733	3	28	26	0	10	173	0	1	0	0
1733	3	22	28	0	28	1095	1	0	1	0
1734	1	6	23	0	8	209	0	1	0	0
1734	1	11	24	0	12	301	0	1	1	0
1734	3	29	3	0	10	261	0	1	0	0
1734	3	23	30	0	28	1095	0	1	0	0
1735	3	26	16	0	8	137	0	1	1	0
1735	3	20	29	0	28	1095	1	0	1	0
1735	4	26	16	0	8	209	0	1	1	1
1735	4	28	26	0	10	261	0	1	0	1
1736	3	18	2	0	10	173	0	1	0	0
1736	3	16	17	0	4	69	0	1	1	0
1736	3	28	26	0	10	173	0	1	0	0
1737	1	1	12	0	28	1095	0	1	1	0
1737	1	11	24	0	12	301	0	1	0	0
1738	1	1	12	0	28	1095	0	1	0	0
1738	1	15	13	0	28	1095	0	1	1	0
1739	1	14	2	0	6	153	0	1	1	0
1739	1	9	26	0	8	209	0	1	1	0
1739	2	14	2	0	6	153	0	1	1	1
1739	2	9	26	0	8	209	0	1	1	1
1739	3	19	1	0	4	105	0	1	1	0
1739	3	30	25	0	4	105	0	1	1	0
1739	4	19	1	0	4	105	0	1	1	1
1739	4	30	25	0	4	105	0	1	1	1
1740	1	14	2	0	6	153	0	1	0	0
1740	1	3	14	0	8	209	0	1	1	0
1740	3	21	15	0	10	173	0	1	1	0
1740	3	24	23	0	4	69	0	1	1	0
1740	3	28	26	0	10	173	1	0	1	0
1740	4	21	15	0	10	261	0	1	1	1
1740	4	24	23	0	4	105	0	1	0	1
1741	1	15	13	0	28	1095	0	1	0	0
1741	1	5	15	0	6	153	0	1	1	0
1741	3	21	15	0	10	173	0	1	0	0
1741	3	23	30	0	28	1095	1	0	0	0
1742	1	10	3	0	8	209	0	1	1	0
1742	1	4	18	0	28	1095	0	1	1	0
1743	3	19	1	0	4	105	0	1	1	0
1743	3	20	29	0	28	1095	0	1	1	0
1744	1	8	17	0	8	209	0	1	1	0
1744	1	6	23	0	8	209	0	1	1	0
1744	3	19	1	0	4	105	0	1	0	0
1744	3	25	4	0	8	209	0	1	1	0
1744	4	19	1	0	4	105	0	1	0	1
1744	4	25	4	0	8	209	0	1	1	1
1745	1	12	4	0	12	301	0	1	1	0
1745	1	13	16	0	10	261	0	1	1	0
1745	3	29	3	0	10	261	0	1	1	0
1745	3	25	4	0	8	209	0	1	0	0
1746	3	18	2	0	10	261	0	1	1	0
1746	3	20	29	0	28	1095	0	1	0	0
1748	1	2	1	0	8	209	0	1	1	0
1748	1	5	15	0	6	153	0	1	0	0
1748	3	28	26	0	10	261	0	1	1	0
1748	3	23	30	0	28	1095	2	0	1	0
1749	1	6	23	0	8	209	0	1	0	0
1749	1	11	24	0	12	301	0	1	1	0
1749	3	28	26	0	10	261	0	1	0	0
1749	3	23	30	0	28	1095	0	1	0	0
1750	1	13	16	0	10	261	0	1	0	0
1750	1	7	25	0	8	209	0	1	1	0
1750	3	18	2	0	10	261	0	1	0	0
1750	3	26	16	0	8	209	0	1	1	0
1751	3	17	14	0	6	325	0	1	1	0
1752	1	1	12	0	28	1095	0	1	0	0
1752	1	11	24	0	12	301	0	1	0	0
1752	3	27	24	0	8	437	0	1	1	0
1753	1	1	12	0	28	1095	0	1	0	0
1753	1	15	13	0	28	1095	0	1	1	0
1754	1	14	2	0	6	153	0	1	1	0
1754	1	9	26	0	8	209	0	1	1	0
1754	2	14	2	0	6	153	0	1	1	1
1754	2	9	26	0	8	209	0	1	0	1
1754	3	19	1	0	4	105	0	1	1	0
1754	3	30	25	0	4	105	0	1	1	0
1754	4	19	1	0	4	105	0	1	1	1
1754	4	30	25	0	4	105	0	1	1	1
1755	3	21	15	0	10	549	0	1	1	0
1756	1	15	13	0	28	1095	0	1	0	0
1756	1	3	14	0	8	209	0	1	1	0
1756	3	30	25	0	4	69	0	1	0	0
1756	3	23	30	0	28	1095	1	0	0	0
1757	1	10	3	0	8	209	0	1	1	0
1757	1	4	18	0	28	1095	0	1	1	0
1757	3	21	15	0	10	129	0	1	0	0
1757	3	26	16	0	8	101	0	1	0	0
1757	3	30	25	0	4	51	0	1	0	0
1757	3	22	28	0	28	549	0	1	0	0
1758	3	19	1	0	4	69	0	1	0	0
1758	3	21	15	0	10	173	0	1	0	0
1758	3	20	29	0	28	749	0	1	1	0
1759	1	1	12	0	28	1095	1	0	1	0
1759	1	8	17	0	8	137	0	1	1	0
1759	2	8	17	0	8	209	0	1	1	1
1759	2	6	23	0	8	209	0	1	1	1
1759	3	19	1	0	4	69	0	1	0	0
1759	3	25	4	0	8	137	0	1	1	0
1759	3	16	17	0	4	69	0	1	1	0
1759	4	25	4	0	8	209	0	1	0	1
1759	4	16	17	0	4	105	0	1	1	1
1760	1	12	4	0	12	301	0	1	1	0
1760	1	6	23	0	8	209	0	1	0	0
1760	3	29	3	0	10	549	0	1	1	0
1762	1	3	14	0	8	209	0	1	0	0
1762	1	13	16	0	10	261	0	1	1	0
1762	3	17	14	0	6	153	0	1	1	0
1762	3	20	29	0	28	1095	0	1	0	0
1763	1	5	15	0	6	153	0	1	1	0
1763	1	4	18	0	28	1095	0	1	0	0
1763	3	28	26	0	10	173	0	1	1	0
1763	3	23	30	0	28	1095	2	0	1	0
1764	3	29	3	0	10	129	0	1	0	0
1764	3	28	26	0	10	129	0	1	0	0
1764	3	22	28	0	28	549	1	0	1	0
1764	3	23	30	0	28	549	0	1	1	0
1765	1	13	16	0	10	261	0	1	0	0
1765	1	11	24	0	12	301	0	1	1	0
1765	3	26	16	0	8	437	0	1	1	0
1766	1	7	25	0	8	437	0	1	1	0
1767	3	18	2	0	10	261	0	1	1	0
1767	3	27	24	0	8	209	0	1	1	0
1767	4	18	2	0	10	261	0	1	1	1
1767	4	27	24	0	8	209	0	1	0	1
1768	1	14	2	0	6	153	0	1	1	0
1768	1	1	12	0	28	1095	0	1	0	0
1768	2	14	2	0	6	153	0	1	1	1
1768	2	1	12	0	28	1095	0	1	0	1
1768	3	25	4	0	8	209	0	1	1	0
1768	3	24	23	0	4	105	0	1	1	0
1768	4	25	4	0	8	209	0	1	1	1
1768	4	24	23	0	4	105	0	1	0	1
1769	1	12	4	0	12	301	0	1	1	0
1769	1	9	26	0	8	209	0	1	1	0
1769	3	19	1	0	4	105	0	1	1	0
1769	3	27	24	0	8	209	0	1	0	0
1770	3	21	15	0	10	261	0	1	1	0
1770	3	23	30	0	28	1095	0	1	0	0
1771	1	15	13	0	28	2292	0	1	0	0
1771	3	30	25	0	4	225	0	1	1	0
1772	1	4	18	0	28	2292	0	1	1	0
1773	3	20	29	0	28	2292	0	1	1	0
1774	1	2	1	0	8	209	0	1	1	0
1774	1	12	4	0	12	301	0	1	0	0
1775	1	10	3	0	8	137	0	1	1	0
1775	1	1	12	0	28	1095	1	0	1	0
1775	2	10	3	0	8	209	0	1	1	1
1775	2	5	15	0	6	153	0	1	1	1
1775	3	29	3	0	10	261	0	1	1	0
1775	3	21	15	0	10	261	0	1	0	0
1776	1	3	14	0	8	209	0	1	1	0
1776	1	5	15	0	6	153	0	1	0	0
1776	3	26	16	0	8	437	0	1	1	0
1778	1	15	13	0	28	2292	1	0	0	0
1778	2	6	23	0	8	209	0	1	1	1
1778	2	9	26	0	8	209	0	1	1	1
1778	3	28	26	0	10	261	0	1	1	0
1778	3	20	29	0	28	1095	0	1	0	0
1779	1	13	16	0	10	173	0	1	1	0
1779	1	6	23	0	8	137	0	1	0	0
1779	1	9	26	0	8	137	0	1	0	0
1779	3	18	2	0	10	261	0	1	1	0
1779	3	23	30	0	28	1095	0	1	1	0
1780	1	14	2	0	6	325	0	1	1	0
1780	3	19	1	0	4	105	0	1	1	0
1780	3	26	16	0	8	209	0	1	0	0
1780	4	19	1	0	4	105	0	1	1	1
1780	4	26	16	0	8	209	0	1	0	1
1781	1	6	23	0	8	209	0	1	0	0
1781	1	11	24	0	12	301	0	1	1	0
1781	3	19	1	0	4	69	0	1	1	0
1781	3	29	3	0	10	173	0	1	0	0
1781	3	27	24	0	8	137	0	1	1	0
1781	4	19	1	0	4	69	0	1	0	1
1781	4	29	3	0	10	173	0	1	0	1
1781	4	27	24	0	8	137	0	1	1	1
1782	1	1	12	0	28	1095	0	1	0	0
1782	1	13	16	0	10	261	0	1	0	0
1782	3	16	17	0	4	105	0	1	1	0
1782	3	27	24	0	8	209	0	1	0	0
1783	1	4	18	0	28	1095	0	1	1	0
1783	1	9	26	0	8	209	0	1	0	0
1783	3	24	23	0	4	105	0	1	1	0
1783	3	28	26	0	10	261	0	1	0	0
1785	1	15	13	0	28	2292	2	0	1	0
1785	2	7	25	0	8	437	0	1	1	1
1785	3	17	14	0	6	325	0	1	1	0
1786	1	2	1	0	8	137	0	1	1	0
1786	1	15	13	0	28	749	0	1	1	0
1786	1	7	25	0	8	137	0	1	0	0
1787	1	12	4	0	12	301	0	1	1	0
1787	1	4	18	0	28	1095	0	1	0	0
1787	3	19	1	0	4	69	0	1	0	0
1787	3	21	15	0	10	173	0	1	1	0
1787	3	30	25	0	4	69	0	1	1	0
1787	4	19	1	0	4	69	0	1	0	1
1787	4	21	15	0	10	173	0	1	1	1
1787	4	30	25	0	4	69	0	1	1	1
1788	3	30	25	0	4	225	0	1	1	0
1789	1	12	4	0	12	201	0	1	0	0
1789	1	1	12	0	28	1095	1	0	1	0
1789	3	21	15	0	10	261	0	1	0	0
1789	3	22	28	0	28	1095	0	1	1	0
1790	1	10	3	0	8	137	0	1	1	0
1790	1	15	13	0	28	749	0	1	0	0
1790	1	5	15	0	4	69	0	1	1	0
1790	2	10	3	0	8	209	0	1	1	1
1790	2	5	15	0	4	105	0	1	1	1
1790	3	26	16	0	8	209	0	1	1	0
1790	3	20	29	0	28	1095	0	1	0	0
1791	1	14	2	0	6	153	0	1	1	0
1791	1	3	14	0	8	209	0	1	1	0
1791	2	14	2	0	6	153	0	1	1	1
1791	2	3	14	0	8	209	0	1	0	1
1791	3	18	2	0	10	549	0	1	1	0
1792	3	25	4	0	8	209	0	1	1	0
1792	3	16	17	0	4	105	0	1	1	0
1792	4	25	4	0	8	209	0	1	0	1
1792	4	16	17	0	4	105	0	1	1	1
1793	1	3	14	0	8	209	0	1	0	0
1793	1	9	26	0	8	209	0	1	1	0
1793	3	29	3	0	10	261	0	1	1	0
1793	3	20	29	0	28	1095	0	1	0	0
1794	1	8	17	0	8	437	0	1	1	0
1794	3	29	3	0	10	261	0	1	0	0
1794	3	17	14	0	6	153	0	1	1	0
1794	4	29	3	0	10	261	0	1	0	1
1794	4	17	14	0	6	153	0	1	1	1
1795	1	6	23	0	8	437	0	1	1	0
1795	3	27	24	0	8	209	0	1	1	0
1795	3	28	26	0	10	261	0	1	1	0
1796	1	13	16	0	10	261	0	1	1	0
1796	1	6	23	0	8	209	0	1	0	0
1796	3	28	26	0	10	261	0	1	0	0
1796	3	23	30	0	28	1095	0	1	1	0
1797	1	13	16	0	10	261	0	1	0	0
1797	1	4	18	0	28	1095	0	1	0	0
1797	3	26	16	0	8	209	0	1	1	0
1797	3	20	29	0	28	1095	1	0	0	0
1798	1	11	24	0	12	621	0	1	1	0
1799	1	2	1	0	8	209	0	1	1	0
1799	1	7	25	0	8	209	0	1	1	0
1800	1	12	4	0	12	301	0	1	1	0
1800	1	1	12	0	28	1095	0	1	1	0
1801	1	1	12	0	28	1095	0	1	0	0
1801	1	9	26	0	8	209	0	1	1	0
1801	3	19	1	0	4	105	0	1	1	0
1801	3	30	25	0	4	105	0	1	1	0
1801	4	19	1	0	4	105	0	1	1	1
1801	4	30	25	0	4	105	0	1	1	1
1802	1	15	13	0	28	2292	0	1	0	0
1802	3	21	15	0	10	549	0	1	1	0
1803	1	5	15	0	4	105	0	1	1	0
1803	1	4	18	0	28	1095	0	1	1	0
1803	2	5	15	0	4	105	0	1	1	1
1803	2	4	18	0	28	1095	0	1	0	1
1803	3	24	23	0	4	105	0	1	1	0
1803	3	30	25	0	4	105	0	1	0	0
1804	1	3	14	0	8	137	0	1	1	0
1804	1	4	18	0	28	1095	1	0	0	0
1804	2	3	14	0	8	209	0	1	1	1
1804	2	7	25	0	8	209	0	1	0	1
1804	3	26	16	0	8	209	0	1	0	0
1804	3	20	29	0	28	1095	2	0	1	0
1805	2	10	3	0	8	209	0	1	1	1
1805	2	12	4	0	12	301	0	1	0	1
1805	1	10	3	0	8	137	0	1	1	0
1805	1	12	4	0	12	201	0	1	1	0
1805	1	7	25	0	8	137	0	1	0	0
1805	3	25	4	0	8	209	0	1	1	0
1805	3	20	29	0	28	1095	0	1	0	0
1807	1	6	23	0	8	437	0	1	1	0
1808	1	10	3	0	8	209	0	1	0	0
1808	1	13	16	0	10	261	0	1	1	0
1808	3	29	3	0	10	549	0	1	1	0
1809	1	15	13	0	28	2292	1	0	0	0
1809	2	3	14	0	8	209	0	1	1	1
1809	2	4	18	0	28	1095	0	1	0	1
1809	3	17	14	0	6	153	0	1	1	0
1809	3	27	24	0	8	209	0	1	1	0
1810	1	3	14	0	8	101	0	1	0	0
1810	1	5	15	0	4	51	0	1	1	0
1810	1	4	18	0	28	549	0	1	0	0
1810	1	11	24	0	12	149	0	1	1	0
1810	2	5	15	0	4	105	0	1	1	1
1810	2	11	24	0	12	301	0	1	0	1
1810	3	28	26	0	10	549	0	1	1	0
1811	1	5	15	0	4	69	0	1	0	0
1811	1	4	18	0	28	1095	2	0	1	0
1811	3	23	30	0	28	2292	0	1	0	0
1812	1	12	4	0	12	201	0	1	0	0
1812	1	13	16	0	10	173	0	1	0	0
1812	1	6	23	0	8	137	0	1	1	0
1812	3	26	16	0	8	137	0	1	1	0
1812	3	20	29	0	28	1095	1	0	1	0
1812	4	26	16	0	8	209	0	1	1	1
1812	4	22	28	0	28	1095	0	1	1	1
1813	1	14	2	0	6	153	0	1	1	0
1813	1	1	12	0	28	1095	0	1	0	0
1813	2	14	2	0	6	153	0	1	1	1
1813	2	1	12	0	28	1095	0	1	0	1
1813	3	18	2	0	10	173	0	1	1	0
1813	3	22	28	0	28	749	0	1	0	0
1813	3	23	30	0	28	749	0	1	0	0
1813	4	18	2	0	10	261	0	1	1	1
1813	4	23	30	0	28	1095	0	1	0	1
1814	1	15	13	0	28	2292	0	1	0	0
1814	3	25	4	0	8	437	0	1	1	0
1815	1	5	15	0	4	105	0	1	0	0
1815	1	11	24	0	12	301	0	1	1	0
1815	3	30	25	0	4	225	0	1	1	0
1816	1	15	13	0	28	2292	2	0	0	0
1816	3	21	15	0	10	261	0	1	1	0
1816	3	16	17	0	4	105	0	1	1	0
1816	4	21	15	0	10	261	0	1	0	1
1816	4	16	17	0	4	105	0	1	1	1
1817	1	10	3	0	8	137	0	1	1	0
1817	1	1	12	0	28	749	0	1	0	0
1817	1	3	14	0	8	137	0	1	0	0
1817	3	24	23	0	4	225	0	1	1	0
1818	1	15	13	0	28	1095	0	1	0	0
1818	1	9	26	0	8	209	0	1	1	0
1818	3	23	30	0	28	2292	1	0	1	0
1818	4	19	1	0	4	105	0	1	1	1
1818	4	26	16	0	8	209	0	1	0	1
1819	1	4	18	0	28	1095	0	1	1	0
1819	1	6	23	0	8	209	0	1	1	0
1820	1	1	12	0	28	1095	1	0	1	0
1820	1	13	16	0	10	173	0	1	1	0
1820	2	13	16	0	10	261	0	1	0	1
1820	2	7	25	0	8	209	0	1	1	1
1821	1	15	13	0	28	2292	1	0	0	0
1821	2	2	1	0	8	209	0	1	1	1
1821	2	4	18	0	28	1095	0	1	0	1
1821	3	20	29	0	28	2292	0	1	0	0
1822	1	2	1	0	8	85	0	1	0	0
1822	1	12	4	0	12	125	0	1	1	0
1822	1	4	18	0	28	469	0	1	0	0
1822	1	11	24	0	12	125	0	1	1	0
1822	1	7	25	0	8	85	0	1	0	0
1822	2	12	4	0	12	301	0	1	1	1
1822	2	11	24	0	12	301	0	1	0	1
1822	3	29	3	0	10	261	0	1	1	0
1822	3	20	29	0	28	1095	0	1	0	0
1823	1	15	13	0	28	2292	3	0	1	0
1823	3	27	24	0	8	437	0	1	1	0
1824	3	28	26	0	10	549	0	1	1	0
1825	1	10	3	0	8	209	0	1	1	0
1825	1	1	12	0	28	1095	0	1	0	0
1825	3	29	3	0	10	261	0	1	0	0
1825	3	17	14	0	6	153	0	1	1	0
1825	4	29	3	0	10	261	0	1	0	1
1825	4	17	14	0	6	153	0	1	1	1
1826	1	15	13	0	28	1095	0	1	1	0
1826	1	6	23	0	8	209	0	1	0	0
1827	3	28	26	0	10	261	0	1	0	0
1827	3	23	30	0	28	1095	0	1	1	0
1828	1	15	13	0	28	2292	2	0	1	0
1828	3	20	29	0	28	2292	1	0	1	0
1828	4	19	1	0	4	105	0	1	1	1
1828	4	23	30	0	28	1095	0	1	0	1
1829	1	8	17	0	8	209	0	1	1	0
1829	1	11	24	0	12	301	0	1	0	0
1829	2	8	17	0	8	437	0	1	1	1
1829	3	19	1	0	4	51	0	1	0	0
1829	3	26	16	0	8	101	0	1	1	0
1829	3	30	25	0	4	51	0	1	1	0
1829	3	23	30	0	28	549	0	1	0	0
1829	4	26	16	0	8	209	0	1	1	1
1829	4	30	25	0	4	105	0	1	1	1
1830	1	5	15	0	4	105	0	1	1	0
1830	1	8	17	0	8	209	0	1	0	0
1830	2	5	15	0	4	105	0	1	1	1
1830	2	8	17	0	8	209	0	1	0	1
1830	3	21	15	0	10	549	0	1	1	0
1831	1	3	14	0	8	209	0	1	1	0
1831	1	5	15	0	4	105	0	1	1	0
1831	2	3	14	0	8	209	0	1	1	1
1831	2	5	15	0	4	105	0	1	0	1
1831	3	24	23	0	4	225	0	1	1	0
1832	1	14	2	0	6	153	0	1	1	0
1832	1	1	12	0	28	1095	1	0	0	0
1832	3	26	16	0	8	209	0	1	0	0
1832	3	27	24	0	8	209	0	1	1	0
1833	1	10	3	0	8	209	0	1	1	0
1833	1	1	12	0	28	1095	0	1	0	0
1833	3	25	4	0	8	437	0	1	1	0
1834	1	9	26	0	8	437	0	1	1	0
1834	3	18	2	0	10	549	0	1	1	0
1835	1	15	13	0	28	1095	0	1	1	0
1835	1	6	23	0	8	209	0	1	1	0
1836	1	13	16	0	10	261	0	1	1	0
1836	1	4	18	0	28	1095	0	1	0	0
1836	3	30	25	0	4	105	0	1	1	0
1836	3	20	29	0	28	1095	0	1	0	0
1837	1	4	18	0	28	1095	0	1	0	0
1837	1	7	25	0	8	209	0	1	1	0
1837	3	29	3	0	10	549	0	1	1	0
1838	1	12	4	0	12	301	0	1	1	0
1838	1	11	24	0	12	301	0	1	1	0
1839	1	10	3	0	8	209	0	1	0	0
1839	1	1	12	0	28	1095	2	0	1	0
1839	3	28	26	0	10	261	0	1	1	0
1839	3	20	29	0	28	1095	0	1	0	0
1840	1	12	4	0	12	301	0	1	0	0
1840	1	1	12	0	28	1095	1	0	0	0
1840	3	17	14	0	6	325	0	1	1	0
1841	1	1	12	0	28	2292	0	1	1	0
1842	1	15	13	0	28	1095	0	1	1	0
1842	1	6	23	0	8	209	0	1	1	0
1842	3	29	3	0	10	261	0	1	0	0
1842	3	23	30	0	28	1095	0	1	0	0
1843	1	5	15	0	4	69	0	1	1	0
1843	1	4	18	0	28	1095	1	0	1	0
1843	2	5	15	0	4	105	0	1	1	1
1843	2	13	16	0	10	261	0	1	1	1
1843	3	19	1	0	4	69	0	1	1	0
1843	3	20	29	0	28	1095	1	0	0	0
1844	1	3	14	0	8	137	0	1	1	0
1844	1	13	16	0	10	173	0	1	0	0
1844	1	11	24	0	12	201	0	1	0	0
1844	3	17	14	0	6	101	0	1	0	0
1844	3	30	25	0	4	69	0	1	1	0
1844	3	22	28	0	28	749	0	1	0	0
1844	4	30	25	0	4	105	0	1	1	1
1844	4	22	28	0	28	1095	0	1	0	1
1845	3	21	15	0	10	261	0	1	1	0
1845	3	16	17	0	4	105	0	1	1	0
1845	4	21	15	0	10	261	0	1	0	1
1845	4	16	17	0	4	105	0	1	1	1
1846	1	9	26	0	8	437	0	1	1	0
1846	3	26	16	0	8	137	0	1	1	0
1846	3	16	17	0	4	69	0	1	1	0
1846	3	28	26	0	10	173	0	1	0	0
1847	1	14	2	0	6	101	0	1	1	0
1847	1	1	12	0	28	1095	2	0	1	0
1847	2	14	2	0	6	153	0	1	1	1
1847	2	10	3	0	8	209	0	1	1	1
1847	4	18	2	0	10	261	0	1	1	1
1847	4	24	23	0	4	105	0	1	1	1
1847	3	18	2	0	10	261	0	1	1	0
1847	3	24	23	0	4	105	0	1	1	0
1848	1	14	2	0	6	101	0	1	1	0
1848	1	10	3	0	8	137	0	1	0	0
1848	1	9	26	0	8	137	0	1	0	0
1848	3	25	4	0	8	437	0	1	1	0
1849	1	15	13	0	28	1095	0	1	1	0
1849	1	6	23	0	8	209	0	1	1	0
