% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
2611	1	6	23	0	8	209	0	1	0
2611	2	2	1	0	8	209	0	1	1
2611	2	6	23	0	8	209	0	1	1
2611	3	25	4	0	8	437	0	1	0
2611	4	25	4	0	8	437	0	1	1
2612	1	4	18	0	28	2292	0	0	0
2612	2	1	12	0	28	1095	0	0	1
2612	2	9	26	0	8	209	0	1	1
2612	3	20	29	0	28	2292	0	0	0
2612	4	26	16	0	8	437	0	1	1
2613	1	5	15	0	4	69	0	1	0
2613	1	9	26	0	8	137	0	1	0
2613	1	15	13	0	28	749	0	1	0
2613	2	15	13	0	28	1095	0	1	1
2613	2	5	15	0	4	105	0	1	1
2613	3	23	30	0	28	1095	0	1	0
2613	3	26	16	0	8	209	0	1	0
2613	4	23	30	0	28	2292	0	1	1
2614	1	5	15	0	4	105	0	1	0
2614	1	9	26	0	8	209	0	1	0
2614	2	5	15	0	4	105	0	1	1
2614	2	9	26	0	8	209	0	1	1
2614	3	17	14	0	6	153	0	1	0
2614	3	21	15	0	10	261	0	1	0
2614	4	17	14	0	6	153	0	1	1
2614	4	21	15	0	10	261	0	1	1
2615	1	3	14	0	8	209	0	1	0
2615	1	12	4	0	12	301	0	1	0
2615	2	12	4	0	12	301	0	1	1
2615	2	3	14	0	8	209	0	1	1
2615	3	20	29	0	28	1095	0	1	0
2615	3	30	25	0	4	105	0	1	0
2615	4	30	25	0	4	105	0	1	1
2615	4	20	29	0	28	1095	0	1	1
2616	1	10	3	0	8	437	0	1	0
2616	2	10	3	0	8	437	0	1	1
2616	3	29	3	0	10	549	0	1	0
2616	4	29	3	0	10	549	0	1	1
2617	1	11	24	0	12	301	0	1	0
2617	1	13	16	0	8	209	0	1	0
2617	2	13	16	0	8	209	0	1	1
2617	2	11	24	0	12	301	0	1	1
2618	3	20	29	0	28	2292	0	1	0
2618	4	20	29	0	28	2292	0	1	1
2619	3	25	4	0	8	437	0	1	0
2619	4	25	4	0	8	437	0	1	1
2620	1	1	12	0	28	1095	0	1	0
2620	1	4	18	0	28	1095	0	1	0
2620	2	1	12	0	28	1095	0	1	1
2620	2	4	18	0	28	1095	0	1	1
2620	3	23	30	0	28	1095	0	0	0
2620	3	25	4	0	8	209	0	1	0
2620	4	25	4	0	8	437	0	1	1
2621	1	11	24	0	12	301	0	1	0
2621	1	15	13	0	28	1095	0	1	0
2621	2	15	13	0	28	1095	0	1	1
2621	2	11	24	0	12	301	0	1	1
2621	3	21	15	0	10	549	0	1	0
2621	4	21	15	0	10	549	0	1	1
2622	1	13	16	0	8	437	0	1	0
2622	2	13	16	0	8	437	0	1	1
2622	3	20	29	0	28	1095	0	0	0
2622	3	26	16	0	8	137	0	1	0
2622	4	26	16	0	8	209	0	1	1
2622	4	28	26	0	10	261	0	1	1
2623	3	16	17	0	6	101	0	1	0
2623	3	22	28	0	28	749	0	1	0
2623	3	28	26	0	10	173	0	1	0
2623	4	16	17	0	6	153	0	1	1
2623	4	22	28	0	28	1095	0	1	1
2625	1	6	23	0	8	209	0	1	0
2625	1	14	2	0	6	153	0	1	0
2625	2	14	2	0	6	153	0	1	1
2625	2	6	23	0	8	209	0	1	1
2625	3	18	2	0	10	261	0	1	0
2625	3	24	23	0	4	105	0	1	0
2625	4	18	2	0	10	261	0	1	1
2625	4	24	23	0	4	105	0	1	1
2626	1	15	13	0	28	2292	0	1	0
2626	2	15	13	0	28	2292	0	1	1
2626	3	30	25	0	4	225	0	1	0
2626	4	30	25	0	4	225	0	1	1
2627	1	4	18	0	28	1095	0	0	0
2627	3	23	30	0	28	1095	0	0	0
2629	1	9	26	0	8	437	0	1	0
2629	2	9	26	0	8	437	0	1	1
2629	3	19	1	0	4	105	0	1	0
2629	3	23	30	0	28	1095	0	1	0
2629	4	19	1	0	4	105	0	1	1
2629	4	23	30	0	28	1095	0	1	1
2630	1	7	25	0	8	437	0	1	0
2630	2	7	25	0	8	437	0	1	1
2630	3	17	14	0	6	325	0	1	0
2630	4	17	14	0	6	325	0	1	1
2631	1	12	4	0	12	301	0	1	0
2631	1	13	16	0	8	209	0	1	0
2631	2	12	4	0	12	301	0	1	1
2631	2	13	16	0	8	209	0	1	1
2632	1	2	1	0	8	437	0	1	0
2632	2	2	1	0	8	437	0	1	1
2632	3	20	29	0	28	2292	0	1	0
2632	4	20	29	0	28	2292	0	1	1
2633	1	1	12	0	28	2292	0	1	0
2633	2	1	12	0	28	2292	0	1	1
2633	3	25	4	0	8	437	0	1	0
2633	4	25	4	0	8	437	0	1	1
2634	1	4	18	0	28	1095	0	0	0
2634	1	5	15	0	4	105	0	1	0
2634	2	4	18	0	28	1095	0	1	1
2634	2	5	15	0	4	105	0	1	1
2635	1	3	14	0	8	137	0	1	0
2635	1	4	18	0	28	749	0	1	0
2635	1	11	24	0	12	201	0	1	0
2635	2	3	14	0	8	209	0	1	1
2635	2	11	24	0	12	301	0	1	1
2635	3	26	16	0	8	437	0	1	0
2635	4	26	16	0	8	437	0	1	1
2636	1	6	23	0	8	209	0	1	0
2636	1	15	13	0	28	1095	0	1	0
2636	2	15	13	0	28	1095	0	1	1
2636	2	6	23	0	8	209	0	1	1
2636	3	23	30	0	28	1095	0	0	0
2637	1	13	16	0	8	437	0	1	0
2637	2	13	16	0	8	437	0	1	1
2637	3	21	15	0	10	549	0	1	0
2637	4	21	15	0	10	549	0	1	1
2639	3	20	29	0	28	2292	0	0	0
2640	1	1	12	0	28	2292	0	0	0
2640	2	9	26	0	8	437	0	1	1
2640	3	24	23	0	4	105	0	1	0
2640	3	28	26	0	10	261	0	1	0
2640	4	24	23	0	4	105	0	1	1
2640	4	28	26	0	10	261	0	1	1
2641	1	9	26	0	8	209	0	1	0
2641	1	15	13	0	28	1095	0	1	0
2641	2	15	13	0	28	2292	0	1	1
2641	3	30	25	0	4	225	0	1	0
2641	4	30	25	0	4	225	0	1	1
2642	1	12	4	0	12	621	0	1	0
2642	2	12	4	0	12	621	0	1	1
2643	1	15	13	0	28	1095	0	0	0
2643	3	23	30	0	28	1095	0	0	0
2643	3	29	3	0	10	261	0	1	0
2643	4	29	3	0	10	549	0	1	1
2644	1	11	24	0	12	621	0	1	0
2644	2	11	24	0	12	621	0	1	1
2644	3	23	30	0	28	2292	0	1	0
2644	4	23	30	0	28	2292	0	1	1
2645	1	14	2	0	6	325	0	1	0
2645	2	14	2	0	6	325	0	1	1
2645	3	18	2	0	10	549	0	1	0
2645	4	18	2	0	10	549	0	1	1
2646	1	10	3	0	8	437	0	1	0
2646	2	10	3	0	8	437	0	1	1
2646	3	19	1	0	4	105	0	1	0
2646	3	25	4	0	8	209	0	1	0
2646	4	19	1	0	4	105	0	1	1
2646	4	25	4	0	8	209	0	1	1
2647	1	1	12	0	28	2292	0	0	0
2647	2	13	16	0	8	437	0	1	1
2648	1	13	16	0	8	209	0	1	0
2648	1	15	13	0	28	1095	0	0	0
2648	2	15	13	0	28	2292	0	1	1
2648	3	20	29	0	28	1095	0	1	0
2648	3	22	28	0	28	1095	0	1	0
2648	4	20	29	0	28	1095	0	1	1
2648	4	22	28	0	28	1095	0	1	1
2649	1	1	12	0	28	749	0	1	0
2649	1	13	16	0	8	137	0	1	0
2649	1	15	13	0	28	749	0	1	0
2649	2	1	12	0	28	1095	0	1	1
2649	2	13	16	0	8	209	0	1	1
2649	3	16	17	0	6	325	0	1	0
2649	4	16	17	0	6	325	0	1	1
2650	1	4	18	0	28	1095	0	1	0
2650	1	15	13	0	28	1095	0	0	0
2650	2	4	18	0	28	2292	0	1	1
2651	3	23	30	0	28	2292	0	0	0
2651	4	26	16	0	8	437	0	1	1
2652	1	6	23	0	8	437	0	1	0
2652	2	6	23	0	8	437	0	1	1
2652	3	26	16	0	8	437	0	1	0
2653	1	2	1	0	8	209	0	1	0
2653	1	9	26	0	8	209	0	1	0
2653	2	2	1	0	8	209	0	1	1
2653	2	9	26	0	8	209	0	1	1
2654	1	3	14	0	8	437	0	1	0
2654	2	3	14	0	8	437	0	1	1
2654	3	29	3	0	10	549	0	1	0
2654	4	29	3	0	10	549	0	1	1
2655	1	9	26	0	8	137	0	1	0
2655	1	15	13	0	28	1095	0	0	0
2655	2	12	4	0	12	301	0	1	1
2655	2	9	26	0	8	209	0	1	1
2655	3	20	29	0	28	1095	0	0	0
2655	3	30	25	0	4	69	0	1	0
2655	4	21	15	0	10	261	0	1	1
2655	4	30	25	0	4	105	0	1	1
2656	1	1	12	0	28	749	0	0	0
2656	1	12	4	0	12	149	0	1	0
2656	1	15	13	0	28	749	0	0	0
2656	2	15	13	0	28	1095	0	1	1
2656	2	11	24	0	12	301	0	1	1
2656	3	17	14	0	6	101	0	1	0
2656	3	21	15	0	10	173	0	1	0
2656	3	28	26	0	10	173	0	1	0
2656	4	17	14	0	6	153	0	1	1
2656	4	28	26	0	10	261	0	1	1
2657	1	11	24	0	12	301	0	1	0
2657	1	15	13	0	28	1095	0	1	0
2658	1	12	4	0	12	621	0	1	0
2658	2	12	4	0	12	621	0	1	1
2658	3	19	1	0	4	225	0	1	0
2658	4	19	1	0	4	225	0	1	1
2659	1	5	15	0	4	225	0	1	0
2659	2	5	15	0	4	225	0	1	1
2660	1	15	13	0	28	2292	0	1	0
2660	2	15	13	0	28	2292	0	1	1
2660	3	20	29	0	28	1095	0	1	0
2660	3	23	30	0	28	1095	0	1	0
2660	4	20	29	0	28	1095	0	1	1
2660	4	23	30	0	28	1095	0	1	1
2661	1	13	16	0	8	437	0	1	0
2661	2	13	16	0	8	437	0	1	1
2662	3	20	29	0	28	1095	0	0	0
2663	1	1	12	0	28	749	0	0	0
2663	1	15	13	0	28	749	0	0	0
2664	1	1	12	0	28	1095	0	1	0
2664	1	13	16	0	8	209	0	1	0
2664	2	1	12	0	28	1095	0	1	1
2664	2	13	16	0	8	209	0	1	1
2665	1	7	25	0	8	437	0	1	0
2665	2	7	25	0	8	437	0	1	1
2666	1	10	3	0	8	437	0	1	0
2666	2	10	3	0	8	437	0	1	1
2667	1	11	24	0	12	621	0	1	0
2667	2	11	24	0	12	621	0	1	1
2667	3	26	16	0	8	437	0	1	0
2667	4	26	16	0	8	437	0	1	1
2668	1	3	14	0	8	437	0	1	0
2668	2	3	14	0	8	437	0	1	1
2668	3	21	15	0	10	261	0	1	0
2668	3	29	3	0	10	261	0	1	0
2668	4	29	3	0	10	261	0	1	1
2668	4	21	15	0	10	261	0	1	1
2669	1	14	2	0	6	325	0	1	0
2669	2	14	2	0	6	325	0	1	1
2669	3	18	2	0	10	549	0	1	0
2669	4	18	2	0	10	549	0	1	1
2670	1	14	2	0	6	325	0	1	0
2670	2	14	2	0	6	325	0	1	1
2670	3	25	4	0	8	437	0	1	0
2670	4	25	4	0	8	437	0	1	1
2671	1	9	26	0	8	437	0	1	0
2671	2	9	26	0	8	437	0	1	1
2671	3	30	25	0	4	225	0	1	0
2671	4	30	25	0	4	225	0	1	1
2672	1	4	18	0	28	1095	0	1	0
2672	1	12	4	0	12	301	0	1	0
2672	2	12	4	0	12	301	0	1	1
2672	2	4	18	0	28	1095	0	1	1
2672	3	22	28	0	28	2292	0	1	0
2672	4	22	28	0	28	2292	0	1	1
2673	1	6	23	0	8	437	0	1	0
2673	2	6	23	0	8	437	0	1	1
2673	3	17	14	0	6	153	0	1	0
2673	3	28	26	0	10	261	0	1	0
2673	4	17	14	0	6	153	0	1	1
2673	4	28	26	0	10	261	0	1	1
2674	1	15	13	0	28	2292	0	1	0
2674	2	15	13	0	28	2292	0	1	1
2675	3	29	3	0	10	549	0	1	0
2675	4	29	3	0	10	549	0	1	1
2676	1	2	1	0	8	209	0	1	0
2676	1	12	4	0	12	301	0	1	0
2676	2	2	1	0	8	209	0	1	1
2676	2	12	4	0	12	301	0	1	1
2676	3	19	1	0	4	225	0	1	0
2676	4	19	1	0	4	225	0	1	1
2677	1	2	1	0	8	209	0	1	0
2677	1	15	13	0	28	1095	0	1	0
2677	2	2	1	0	8	209	0	1	1
2677	2	15	13	0	28	1095	0	1	1
2677	3	22	28	0	28	1095	0	1	0
2677	3	23	30	0	28	1095	0	1	0
2677	4	22	28	0	28	1095	0	1	1
2677	4	23	30	0	28	1095	0	1	1
2678	1	13	16	0	8	437	0	1	0
2678	2	13	16	0	8	437	0	1	1
2678	3	20	29	0	28	2292	0	1	0
2678	4	20	29	0	28	2292	0	1	1
2679	1	4	18	0	28	1095	0	0	0
2679	2	4	18	0	28	2292	0	1	1
2679	3	22	28	0	28	2292	0	0	0
2680	1	4	18	0	28	1095	0	1	0
2680	1	13	16	0	8	209	0	1	0
2680	2	13	16	0	8	437	0	1	1
2681	1	1	12	0	28	1095	0	1	0
2681	1	10	3	0	8	209	0	1	0
2681	2	10	3	0	8	209	0	1	1
2681	2	1	12	0	28	1095	0	1	1
2681	3	20	29	0	28	2292	0	1	0
2681	4	20	29	0	28	2292	0	1	1
2682	1	3	14	0	8	209	0	1	0
2682	1	11	24	0	12	301	0	1	0
2682	2	3	14	0	8	209	0	1	1
2682	2	11	24	0	12	301	0	1	1
2682	3	26	16	0	8	437	0	1	0
2682	4	26	16	0	8	437	0	1	1
2683	1	9	26	0	8	437	0	1	0
2683	2	9	26	0	8	437	0	1	1
2683	3	17	14	0	6	153	0	1	0
2683	3	21	15	0	10	261	0	1	0
2683	4	17	14	0	6	153	0	1	1
2683	4	21	15	0	10	261	0	1	1
2684	1	12	4	0	12	621	0	1	0
2684	2	12	4	0	12	621	0	1	1
2684	3	30	25	0	4	225	0	1	0
2684	4	30	25	0	4	225	0	1	1
2685	1	11	24	0	12	301	0	1	0
2685	1	15	13	0	28	1095	0	1	0
2685	2	15	13	0	28	1095	0	1	1
2685	2	11	24	0	12	301	0	1	1
2685	3	20	29	0	28	2292	0	0	0
2685	4	24	23	0	4	225	0	1	1
2686	1	4	18	0	28	1095	0	0	0
2686	1	5	15	0	4	105	0	1	0
2686	2	5	15	0	4	225	0	1	1
2686	3	22	28	0	28	2292	0	0	0
2686	4	16	17	0	6	325	0	1	1
2687	1	12	4	0	12	621	0	1	0
2687	2	12	4	0	12	621	0	1	1
2687	3	16	17	0	6	75	0	1	0
2687	3	24	23	0	4	51	0	1	0
2687	3	28	26	0	10	129	0	1	0
2687	3	29	3	0	10	129	0	1	0
2687	4	29	3	0	10	261	0	1	1
2687	4	28	26	0	10	261	0	1	1
2688	3	19	1	0	4	105	0	1	0
2688	3	24	23	0	4	105	0	1	0
2688	4	19	1	0	4	105	0	1	1
2688	4	24	23	0	4	105	0	1	1
2689	1	15	13	0	28	2292	0	1	0
2689	2	15	13	0	28	2292	0	1	1
2690	1	13	16	0	8	437	0	1	0
2690	2	13	16	0	8	437	0	1	1
2691	1	1	12	0	28	1095	0	1	0
2691	1	10	3	0	8	209	0	1	0
2691	2	10	3	0	8	209	0	1	1
2691	2	1	12	0	28	1095	0	1	1
2691	3	23	30	0	28	2292	0	1	0
2691	4	23	30	0	28	2292	0	1	1
2692	1	9	26	0	8	209	0	1	0
2692	1	15	13	0	28	1095	0	0	0
2692	2	9	26	0	8	437	0	1	1
2692	3	19	1	0	4	225	0	1	0
2692	4	19	1	0	4	225	0	1	1
2693	1	3	14	0	8	209	0	1	0
2693	1	12	4	0	12	301	0	1	0
2693	2	12	4	0	12	301	0	1	1
2693	2	3	14	0	8	209	0	1	1
2693	3	20	29	0	28	1095	0	1	0
2693	3	26	16	0	8	209	0	1	0
2693	4	26	16	0	8	209	0	1	1
2693	4	20	29	0	28	1095	0	1	1
2694	1	7	25	0	8	209	0	1	0
2694	1	9	26	0	8	209	0	1	0
2694	2	7	25	0	8	209	0	1	1
2694	2	9	26	0	8	209	0	1	1
2694	3	21	15	0	10	549	0	1	0
2694	4	21	15	0	10	549	0	1	1
2695	1	11	24	0	12	301	0	1	0
2695	1	15	13	0	28	1095	0	1	0
2695	2	15	13	0	28	1095	0	1	1
2695	2	11	24	0	12	301	0	1	1
2695	3	29	3	0	10	261	0	1	0
2695	3	30	25	0	4	105	0	1	0
2695	4	29	3	0	10	261	0	1	1
2695	4	30	25	0	4	105	0	1	1
2696	3	16	17	0	6	325	0	1	0
2696	4	16	17	0	6	325	0	1	1
2698	1	1	12	0	28	1095	0	0	0
2698	3	23	30	0	28	2292	0	0	0
2698	4	21	15	0	10	549	0	1	1
2699	1	12	4	0	12	301	0	1	0
2699	1	15	13	0	28	1095	0	1	0
2699	2	12	4	0	12	301	0	1	1
2699	2	15	13	0	28	1095	0	1	1
2699	3	21	15	0	10	549	0	1	0
2700	1	13	16	0	8	437	0	1	0
2700	2	13	16	0	8	437	0	1	1
2700	3	20	29	0	28	1095	0	0	0
2700	3	23	30	0	28	1095	0	1	0
2700	4	23	30	0	28	2292	0	1	1
2701	1	10	3	0	8	209	0	1	0
2701	1	13	16	0	8	209	0	1	0
2701	2	10	3	0	8	209	0	1	1
2701	2	13	16	0	8	209	0	1	1
2701	3	19	1	0	4	225	0	1	0
2701	4	19	1	0	4	225	0	1	1
2702	1	15	13	0	28	1095	0	0	0
2702	3	20	29	0	28	1095	0	1	0
2702	3	22	28	0	28	1095	0	1	0
2702	4	20	29	0	28	1095	0	1	1
2702	4	22	28	0	28	1095	0	1	1
2703	1	1	12	0	28	2292	0	1	0
2703	2	1	12	0	28	2292	0	1	1
2703	3	25	4	0	8	437	0	1	0
2703	4	25	4	0	8	437	0	1	1
2704	1	4	18	0	28	1095	0	1	0
2704	1	14	2	0	6	153	0	1	0
2704	2	14	2	0	6	153	0	1	1
2704	2	4	18	0	28	1095	0	1	1
2704	3	18	2	0	10	549	0	1	0
2704	4	18	2	0	10	549	0	1	1
2705	1	1	12	0	28	1095	0	0	0
2705	1	5	15	0	4	105	0	1	0
2705	2	5	15	0	4	225	0	1	1
2705	3	17	14	0	6	325	0	1	0
2705	4	17	14	0	6	325	0	1	1
2706	1	4	18	0	28	2292	0	1	0
2706	2	4	18	0	28	2292	0	1	1
2706	3	28	26	0	10	261	0	1	0
2706	3	29	3	0	10	261	0	1	0
2706	4	29	3	0	10	261	0	1	1
2706	4	28	26	0	10	261	0	1	1
2707	1	11	24	0	12	301	0	1	0
2707	1	12	4	0	12	301	0	1	0
2707	2	12	4	0	12	301	0	1	1
2707	2	11	24	0	12	301	0	1	1
2707	3	20	29	0	28	1095	0	0	0
2707	3	23	30	0	28	1095	0	0	0
2708	3	26	16	0	8	437	0	1	0
2708	4	26	16	0	8	437	0	1	1
2709	1	3	14	0	8	209	0	1	0
2709	1	15	13	0	28	1095	0	0	0
2709	2	3	14	0	8	437	0	1	1
2709	3	20	29	0	28	1095	0	0	0
2709	3	21	15	0	10	261	0	1	0
2709	4	21	15	0	10	549	0	1	1
2710	1	1	12	0	28	2292	0	0	0
2710	2	2	1	0	8	209	0	1	1
2710	2	9	26	0	8	209	0	1	1
2710	3	23	30	0	28	1095	0	1	0
2710	3	30	25	0	4	105	0	1	0
2710	4	30	25	0	4	105	0	1	1
2710	4	23	30	0	28	1095	0	1	1
2711	1	2	1	0	8	101	0	1	0
2711	1	4	18	0	28	1095	0	0	0
2711	1	9	26	0	8	101	0	1	0
2711	2	15	13	0	28	2292	0	1	1
2711	3	19	1	0	4	225	0	1	0
2711	4	19	1	0	4	225	0	1	1
2712	1	15	13	0	28	2292	0	1	0
2712	2	15	13	0	28	2292	0	1	1
2713	1	12	4	0	12	301	0	1	0
2713	1	13	16	0	8	209	0	1	0
2713	2	12	4	0	12	301	0	1	1
2713	2	13	16	0	8	209	0	1	1
2713	3	20	29	0	28	2292	0	1	0
2713	4	20	29	0	28	2292	0	1	1
2714	1	10	3	0	8	437	0	1	0
2714	2	10	3	0	8	437	0	1	1
2714	3	23	30	0	28	1095	0	0	0
2714	3	25	4	0	8	209	0	1	0
2714	4	25	4	0	8	437	0	1	1
2715	1	13	16	0	8	437	0	1	0
2715	2	13	16	0	8	437	0	1	1
2716	3	20	29	0	28	1095	0	0	0
2717	1	1	12	0	28	2292	0	0	0
2717	2	1	12	0	28	2292	0	1	1
2717	3	20	29	0	28	1095	0	1	0
2717	3	23	30	0	28	1095	0	0	0
2717	4	20	29	0	28	2292	0	1	1
2718	1	4	18	0	28	1095	0	0	0
2718	1	7	25	0	8	137	0	1	0
2718	2	7	25	0	8	437	0	1	1
2718	3	16	17	0	6	325	0	1	0
2718	4	16	17	0	6	325	0	1	1
2719	1	1	12	0	28	1095	0	1	0
2719	1	11	24	0	12	301	0	1	0
2719	2	11	24	0	12	621	0	1	1
2719	3	28	26	0	10	261	0	1	0
2719	3	29	3	0	10	261	0	1	0
2719	4	29	3	0	10	261	0	1	1
2719	4	28	26	0	10	261	0	1	1
2720	3	20	29	0	28	2292	0	0	0
2720	4	21	15	0	10	549	0	1	1
2721	1	11	24	0	12	621	0	1	0
2721	2	11	24	0	12	621	0	1	1
2721	3	21	15	0	10	549	0	1	0
2722	1	3	14	0	8	437	0	1	0
2722	2	3	14	0	8	437	0	1	1
2723	1	9	26	0	8	437	0	1	0
2723	2	9	26	0	8	437	0	1	1
2723	3	18	2	0	10	549	0	1	0
2723	4	18	2	0	10	549	0	1	1
2724	1	14	2	0	6	153	0	1	0
2724	1	15	13	0	28	1095	0	1	0
2724	2	14	2	0	6	153	0	1	1
2724	2	15	13	0	28	1095	0	1	1
2724	3	23	30	0	28	1095	0	0	0
2724	3	26	16	0	8	137	0	1	0
2724	4	25	4	0	8	209	0	1	1
2724	4	26	16	0	8	209	0	1	1
2725	1	15	13	0	28	2292	0	1	0
2725	2	15	13	0	28	2292	0	1	1
2725	3	25	4	0	8	437	0	1	0
2726	1	13	16	0	8	437	0	1	0
2726	2	13	16	0	8	437	0	1	1
2726	3	23	30	0	28	1095	0	1	0
2726	3	30	25	0	4	105	0	1	0
2726	4	30	25	0	4	105	0	1	1
2726	4	23	30	0	28	1095	0	1	1
2727	1	13	16	0	8	437	0	1	0
2727	2	13	16	0	8	437	0	1	1
2727	3	18	2	0	10	261	0	1	0
2727	3	19	1	0	4	105	0	1	0
2727	4	18	2	0	10	261	0	1	1
2727	4	19	1	0	4	105	0	1	1
2728	1	14	2	0	6	325	0	1	0
2728	2	14	2	0	6	325	0	1	1
2728	3	25	4	0	8	437	0	1	0
2728	4	25	4	0	8	437	0	1	1
2729	3	24	23	0	4	225	0	1	0
2729	4	24	23	0	4	225	0	1	1
2730	1	1	12	0	28	1095	0	1	0
2730	1	2	1	0	8	209	0	1	0
2730	2	2	1	0	8	209	0	1	1
2730	2	1	12	0	28	1095	0	1	1
2731	1	15	13	0	28	1095	0	0	0
2731	3	19	1	0	4	225	0	1	0
2731	4	19	1	0	4	225	0	1	1
2732	3	20	29	0	28	2292	0	1	0
2732	4	20	29	0	28	2292	0	1	1
2733	1	3	14	0	8	209	0	1	0
2733	1	9	26	0	8	209	0	1	0
2733	2	3	14	0	8	209	0	1	1
2733	2	9	26	0	8	209	0	1	1
2733	3	22	28	0	28	1095	0	1	0
2733	3	23	30	0	28	1095	0	0	0
2733	4	22	28	0	28	2292	0	1	1
2734	1	2	1	0	8	209	0	1	0
2734	1	4	18	0	28	1095	0	1	0
2734	2	2	1	0	8	209	0	1	1
2734	2	4	18	0	28	1095	0	1	1
2734	3	21	15	0	10	261	0	1	0
2734	3	28	26	0	10	261	0	1	0
2734	4	21	15	0	10	261	0	1	1
2734	4	28	26	0	10	261	0	1	1
2735	1	10	3	0	8	437	0	1	0
2735	2	10	3	0	8	437	0	1	1
2735	3	29	3	0	10	549	0	1	0
2735	4	29	3	0	10	549	0	1	1
2736	1	15	13	0	28	2292	0	1	0
2736	2	15	13	0	28	2292	0	1	1
2736	3	25	4	0	8	209	0	1	0
2736	3	26	16	0	8	209	0	1	0
2736	4	25	4	0	8	209	0	1	1
2736	4	26	16	0	8	209	0	1	1
2737	1	10	3	0	8	209	0	1	0
2737	1	11	24	0	12	301	0	1	0
2737	2	10	3	0	8	209	0	1	1
2737	2	11	24	0	12	301	0	1	1
2737	3	17	14	0	6	153	0	1	0
2737	3	21	15	0	10	261	0	1	0
2737	4	17	14	0	6	153	0	1	1
2737	4	21	15	0	10	261	0	1	1
2738	1	13	16	0	8	437	0	1	0
2738	2	13	16	0	8	437	0	1	1
2738	3	30	25	0	4	225	0	1	0
2738	4	30	25	0	4	225	0	1	1
2739	1	5	15	0	4	105	0	1	0
2739	1	15	13	0	28	1095	0	1	0
2739	2	15	13	0	28	1095	0	1	1
2739	2	5	15	0	4	105	0	1	1
2740	1	7	25	0	8	437	0	1	0
2740	2	7	25	0	8	437	0	1	1
2740	3	22	28	0	28	1095	0	0	0
2740	3	23	30	0	28	1095	0	0	0
2740	4	23	30	0	28	2292	0	1	1
2741	1	1	12	0	28	749	0	1	0
2741	1	4	18	0	28	1095	0	0	0
2741	2	1	12	0	28	1095	0	1	1
2741	2	13	16	0	8	209	0	1	1
2741	3	23	30	0	28	1095	0	1	0
2741	3	29	3	0	10	261	0	1	0
2741	4	29	3	0	10	549	0	1	1
2742	1	12	4	0	12	301	0	1	0
2742	1	13	16	0	8	209	0	1	0
2742	2	12	4	0	12	621	0	1	1
2742	3	19	1	0	4	225	0	1	0
2742	4	19	1	0	4	225	0	1	1
2743	1	15	13	0	28	2292	0	0	0
2743	2	2	1	0	8	437	0	1	1
2743	3	20	29	0	28	2292	0	1	0
2743	4	20	29	0	28	2292	0	1	1
2744	1	2	1	0	8	209	0	1	0
2744	1	11	24	0	12	301	0	1	0
2744	2	11	24	0	12	621	0	1	1
2744	3	16	17	0	4	225	0	1	0
2744	4	16	17	0	4	225	0	1	1
2745	1	3	14	0	8	437	0	1	0
2745	2	3	14	0	8	437	0	1	1
2745	3	28	26	0	10	549	0	1	0
2745	4	28	26	0	10	549	0	1	1
2746	1	9	26	0	8	437	0	1	0
2746	2	9	26	0	8	437	0	1	1
2747	1	4	18	0	28	1095	0	1	0
2747	1	15	13	0	28	1095	0	1	0
2747	2	15	13	0	28	1095	0	1	1
2747	2	4	18	0	28	1095	0	1	1
2747	3	22	28	0	28	1095	0	0	0
2748	3	24	23	0	4	105	0	1	0
2748	3	26	16	0	8	209	0	1	0
2748	4	26	16	0	8	209	0	1	1
2748	4	24	23	0	4	105	0	1	1
2749	1	13	16	0	8	437	0	1	0
2749	2	13	16	0	8	437	0	1	1
2749	3	21	15	0	10	549	0	1	0
2749	4	21	15	0	10	549	0	1	1
2750	1	15	13	0	28	2292	0	0	0
2750	2	15	13	0	28	1095	0	1	1
2750	2	5	15	0	4	105	0	1	1
2750	3	20	29	0	28	2292	0	0	0
2750	4	30	25	0	4	105	0	1	1
2750	4	23	30	0	28	1095	0	1	1
2751	1	5	15	0	4	105	0	1	0
2751	1	15	13	0	28	1095	0	1	0
2751	2	5	15	0	4	225	0	1	1
2751	3	17	14	0	6	75	0	1	0
2751	3	19	1	0	4	51	0	1	0
2751	3	23	30	0	28	549	0	1	0
2751	3	30	25	0	4	51	0	1	0
2751	4	19	1	0	4	105	0	1	1
2751	4	17	14	0	6	153	0	1	1
2752	1	1	12	0	28	1095	0	1	0
2752	1	10	3	0	8	209	0	1	0
2752	2	10	3	0	8	209	0	1	1
2752	2	1	12	0	28	1095	0	1	1
2753	1	13	16	0	8	437	0	1	0
2753	2	13	16	0	8	437	0	1	1
2753	3	22	28	0	28	2292	0	1	0
2753	4	22	28	0	28	2292	0	1	1
2754	1	15	13	0	28	1095	0	0	0
2754	3	29	3	0	10	549	0	1	0
2754	4	29	3	0	10	549	0	1	1
2755	1	7	25	0	8	209	0	1	0
2755	1	11	24	0	12	301	0	1	0
2755	2	7	25	0	8	209	0	1	1
2755	2	11	24	0	12	301	0	1	1
2755	3	20	29	0	28	2292	0	1	0
2755	4	20	29	0	28	2292	0	1	1
2756	1	3	14	0	8	437	0	1	0
2756	2	3	14	0	8	437	0	1	1
