% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
2.496	1	13	16	6.63723	0
2.496	2	13	16	6.63723	1
2.496	3	26	16	5.51806	0
2.496	4	26	16	5.51806	1
2.497	1	8	17	5.21659	0
2.497	2	8	17	5.21659	1
2.497	3	16	17	2.88772	0
2.497	4	16	17	2.88772	1
2.498	1	4	18	1154.3	0
2.498	2	4	18	1154.3	1
2.503	1	6	23	5.21694	0
2.503	2	6	23	5.21694	1
2.503	3	24	23	2.40395	0
2.503	4	24	23	2.40395	1
2.504	1	11	24	10.755	0
2.504	2	11	24	10.755	1
2.504	3	27	24	6.09421	0
2.504	4	27	24	6.09421	1
2.505	1	7	25	5.96462	0
2.505	2	7	25	5.96462	1
2.505	3	30	25	1.93322	0
2.505	4	30	25	1.93322	1
2.506	1	9	26	5.73799	0
2.506	2	9	26	5.73799	1
2.506	3	28	26	7.33562	0
2.506	4	28	26	7.33562	1
2.508	3	22	28	550.266	0
2.508	4	22	28	550.266	1
2.509	3	20	29	1656.74	0
2.509	4	20	29	1656.74	1
2.51	3	23	30	1255.86	0
2.51	4	23	30	1255.86	1
2.561	1	2	1	5.79727	0
2.561	2	2	1	5.79727	1
2.561	3	19	1	2.53897	0
2.561	4	19	1	2.53897	1
2.562	1	14	2	3.55111	0
2.562	2	14	2	3.55111	1
2.562	3	18	2	8.35713	0
2.562	4	18	2	8.35713	1
2.563	1	10	3	4.79169	0
2.563	2	10	3	4.79169	1
2.563	3	29	3	9.08446	0
2.563	4	29	3	9.08446	1
2.564	1	12	4	11.213	0
2.564	2	12	4	11.213	1
2.564	3	25	4	5.13476	0
2.564	4	25	4	5.13476	1
2.572	1	1	12	1190.94	0
2.572	2	1	12	1190.94	1
2.573	1	15	13	522.133	0
2.573	2	15	13	522.133	1
2.574	1	3	14	6.04945	0
2.574	2	3	14	6.04945	1
2.574	3	17	14	3.25033	0
2.574	4	17	14	3.25033	1
2.575	1	5	15	2.88269	0
2.575	2	5	15	2.88269	1
2.575	3	21	15	8.91994	0
2.575	4	21	15	8.91994	1
2.576	1	13	16	6.59173	0
2.576	2	13	16	6.59173	1
2.576	3	26	16	5.50062	0
2.576	4	26	16	5.50062	1
2.577	1	8	17	5.19661	0
2.577	2	8	17	5.19661	1
2.577	3	16	17	2.95314	0
2.577	4	16	17	2.95314	1
2.578	1	4	18	1138.81	0
2.578	2	4	18	1138.81	1
2.583	1	6	23	5.20276	0
2.583	2	6	23	5.20276	1
2.583	3	24	23	2.3494	0
2.583	4	24	23	2.3494	1
2.584	1	11	24	10.9327	0
2.584	2	11	24	10.9327	1
2.584	3	27	24	6.04974	0
2.584	4	27	24	6.04974	1
2.585	1	7	25	6.05797	0
2.585	2	7	25	6.05797	1
2.585	3	30	25	1.89403	0
2.585	4	30	25	1.89403	1
2.586	1	9	26	5.82617	0
2.586	2	9	26	5.82617	1
2.586	3	28	26	7.42251	0
2.586	4	28	26	7.42251	1
2.588	3	22	28	550.427	0
2.588	4	22	28	550.427	1
2.589	3	20	29	1678.41	0
2.589	4	20	29	1678.41	1
2.59	3	23	30	1263.07	0
2.59	4	23	30	1263.07	1
2.641	1	2	1	5.79537	0
2.641	2	2	1	5.79537	1
2.641	3	19	1	2.53899	0
2.641	4	19	1	2.53899	1
2.642	1	14	2	3.55142	0
2.642	2	14	2	3.55142	1
2.642	3	18	2	8.30676	0
2.642	4	18	2	8.30676	1
2.643	1	10	3	4.78518	0
2.643	2	10	3	4.78518	1
2.643	3	29	3	9.16632	0
2.643	4	29	3	9.16632	1
2.644	1	12	4	11.2478	0
2.644	2	12	4	11.2478	1
2.644	3	25	4	5.22392	0
2.644	4	25	4	5.22392	1
2.652	1	1	12	1195.22	0
2.652	2	1	12	1195.22	1
2.653	1	15	13	525.648	0
2.653	2	15	13	525.648	1
2.654	1	3	14	6.05613	0
2.654	2	3	14	6.05613	1
2.654	3	17	14	3.22669	0
2.654	4	17	14	3.22669	1
2.655	1	5	15	2.82436	0
2.655	2	5	15	2.82436	1
2.655	3	21	15	8.88818	0
2.655	4	21	15	8.88818	1
2.656	1	13	16	6.4792	0
2.656	2	13	16	6.4792	1
2.656	3	26	16	5.57692	0
2.656	4	26	16	5.57692	1
2.657	1	8	17	5.10755	0
2.657	2	8	17	5.10755	1
2.657	3	16	17	2.93894	0
2.657	4	16	17	2.93894	1
2.658	1	4	18	1122.24	0
2.658	2	4	18	1122.24	1
2.663	1	6	23	5.28481	0
2.663	2	6	23	5.28481	1
2.663	3	24	23	2.32088	0
2.663	4	24	23	2.32088	1
2.664	1	11	24	10.8401	0
2.664	2	11	24	10.8401	1
2.664	3	27	24	6.12637	0
2.664	4	27	24	6.12637	1
2.665	1	7	25	6.02137	0
2.665	2	7	25	6.02137	1
2.665	3	30	25	1.88966	0
2.665	4	30	25	1.88966	1
2.666	1	9	26	5.87767	0
2.666	2	9	26	5.87767	1
2.666	3	28	26	7.38333	0
2.666	4	28	26	7.38333	1
2.668	3	22	28	555.773	0
2.668	4	22	28	555.773	1
2.669	3	20	29	1663.4	0
2.669	4	20	29	1663.4	1
2.67	3	23	30	1281.35	0
2.67	4	23	30	1281.35	1
2.721	1	2	1	5.81496	0
2.721	2	2	1	5.81496	1
2.721	3	19	1	2.55943	0
2.721	4	19	1	2.55943	1
2.722	1	14	2	3.49687	0
2.722	2	14	2	3.49687	1
2.722	3	18	2	8.23072	0
2.722	4	18	2	8.23072	1
2.723	1	10	3	4.77461	0
2.723	2	10	3	4.77461	1
2.723	3	29	3	9.22052	0
2.723	4	29	3	9.22052	1
2.724	1	12	4	11.3497	0
2.724	2	12	4	11.3497	1
2.724	3	25	4	5.28703	0
2.724	4	25	4	5.28703	1
2.732	1	1	12	1195.59	0
2.732	2	1	12	1195.59	1
2.733	1	15	13	528.763	0
2.733	2	15	13	528.763	1
2.734	1	3	14	6.1266	0
2.734	2	3	14	6.1266	1
2.734	3	17	14	3.19546	0
2.734	4	17	14	3.19546	1
2.735	1	5	15	2.75754	0
2.735	2	5	15	2.75754	1
2.735	3	21	15	8.84055	0
2.735	4	21	15	8.84055	1
2.736	1	13	16	6.38216	0
2.736	2	13	16	6.38216	1
2.736	3	26	16	5.62447	0
2.736	4	26	16	5.62447	1
2.737	1	8	17	5.04497	0
2.737	2	8	17	5.04497	1
2.737	3	16	17	2.89119	0
2.737	4	16	17	2.89119	1
2.738	1	4	18	1119.93	0
2.738	2	4	18	1119.93	1
2.743	1	6	23	5.30711	0
2.743	2	6	23	5.30711	1
2.743	3	24	23	2.31676	0
2.743	4	24	23	2.31676	1
2.744	1	11	24	10.814	0
2.744	2	11	24	10.814	1
2.744	3	27	24	6.17466	0
2.744	4	27	24	6.17466	1
2.745	1	7	25	6.04236	0
2.745	2	7	25	6.04236	1
2.745	3	30	25	1.88828	0
2.745	4	30	25	1.88828	1
2.746	1	9	26	5.90223	0
2.746	2	9	26	5.90223	1
2.746	3	28	26	7.27736	0
2.746	4	28	26	7.27736	1
2.748	3	22	28	561.838	0
2.748	4	22	28	561.838	1
2.749	3	20	29	1646.75	0
2.749	4	20	29	1646.75	1
2.75	3	23	30	1277.91	0
2.75	4	23	30	1277.91	1
2.801	1	2	1	5.76336	0
2.801	2	2	1	5.76336	1
2.801	3	19	1	2.52768	0
2.801	4	19	1	2.52768	1
2.802	1	14	2	3.46821	0
2.802	2	14	2	3.46821	1
2.802	3	18	2	8.2691	0
2.802	4	18	2	8.2691	1
2.803	1	10	3	4.78463	0
2.803	2	10	3	4.78463	1
2.803	3	29	3	9.12182	0
2.803	4	29	3	9.12182	1
2.804	1	12	4	11.4362	0
2.804	2	12	4	11.4362	1
2.804	3	25	4	5.32439	0
2.804	4	25	4	5.32439	1
2.812	1	1	12	1194.11	0
2.812	2	1	12	1194.11	1
2.813	1	15	13	533.606	0
2.813	2	15	13	533.606	1
2.814	1	3	14	6.24812	0
2.814	2	3	14	6.24812	1
2.814	3	17	14	3.21885	0
2.814	4	17	14	3.21885	1
2.815	1	5	15	2.7052	0
2.815	2	5	15	2.7052	1
2.815	3	21	15	8.81979	0
2.815	4	21	15	8.81979	1
2.816	1	13	16	6.34173	0
2.816	2	13	16	6.34173	1
2.816	3	26	16	5.58338	0
2.816	4	26	16	5.58338	1
2.817	1	8	17	5.05283	0
2.817	2	8	17	5.05283	1
2.817	3	16	17	2.85167	0
2.817	4	16	17	2.85167	1
2.818	1	4	18	1133.08	0
2.818	2	4	18	1133.08	1
2.823	1	6	23	5.23246	0
2.823	2	6	23	5.23246	1
2.823	3	24	23	2.32749	0
2.823	4	24	23	2.32749	1
2.824	1	11	24	10.8037	0
2.824	2	11	24	10.8037	1
2.824	3	27	24	6.20433	0
2.824	4	27	24	6.20433	1
2.825	1	7	25	6.11345	0
2.825	2	7	25	6.11345	1
2.825	3	30	25	1.89641	0
2.825	4	30	25	1.89641	1
2.826	1	9	26	5.91238	0
2.826	2	9	26	5.91238	1
2.826	3	28	26	7.20555	0
2.826	4	28	26	7.20555	1
2.828	3	22	28	566.654	0
2.828	4	22	28	566.654	1
2.829	3	20	29	1644.28	0
2.829	4	20	29	1644.28	1
2.83	3	23	30	1274.38	0
2.83	4	23	30	1274.38	1
2.881	1	2	1	5.7964	0
2.881	2	2	1	5.7964	1
2.881	3	19	1	2.53877	0
2.881	4	19	1	2.53877	1
2.882	1	14	2	3.39709	0
2.882	2	14	2	3.39709	1
2.882	3	18	2	8.17959	0
2.882	4	18	2	8.17959	1
2.883	1	10	3	4.79874	0
2.883	2	10	3	4.79874	1
2.883	3	29	3	9.21119	0
2.883	4	29	3	9.21119	1
2.884	1	12	4	11.3237	0
2.884	2	12	4	11.3237	1
2.884	3	25	4	5.29627	0
2.884	4	25	4	5.29627	1
2.892	1	1	12	1205.78	0
2.892	2	1	12	1205.78	1
2.893	1	15	13	536.225	0
2.893	2	15	13	536.225	1
2.894	1	3	14	6.259	0
2.894	2	3	14	6.259	1
2.894	3	17	14	3.22701	0
2.894	4	17	14	3.22701	1
2.895	1	5	15	2.69597	0
2.895	2	5	15	2.69597	1
2.895	3	21	15	8.99584	0
2.895	4	21	15	8.99584	1
2.896	1	13	16	6.32554	0
2.896	2	13	16	6.32554	1
2.896	3	26	16	5.54124	0
2.896	4	26	16	5.54124	1
2.897	1	8	17	5.1036	0
2.897	2	8	17	5.1036	1
2.897	3	16	17	2.84379	0
2.897	4	16	17	2.84379	1
2.898	1	4	18	1144.83	0
2.898	2	4	18	1144.83	1
2.903	1	6	23	5.10677	0
2.903	2	6	23	5.10677	1
2.903	3	24	23	2.33605	0
2.903	4	24	23	2.33605	1
2.904	1	11	24	10.5779	0
2.904	2	11	24	10.5779	1
2.904	3	27	24	6.30453	0
2.904	4	27	24	6.30453	1
2.905	1	7	25	6.14394	0
2.905	2	7	25	6.14394	1
2.905	3	30	25	1.93367	0
2.905	4	30	25	1.93367	1
2.906	1	9	26	5.92147	0
2.906	2	9	26	5.92147	1
2.906	3	28	26	7.26112	0
2.906	4	28	26	7.26112	1
2.908	3	22	28	568.876	0
2.908	4	22	28	568.876	1
2.909	3	20	29	1657.86	0
2.909	4	20	29	1657.86	1
2.91	3	23	30	1294.12	0
2.91	4	23	30	1294.12	1
2.961	1	2	1	5.78722	0
2.961	2	2	1	5.78722	1
2.961	3	19	1	2.52685	0
2.961	4	19	1	2.52685	1
2.962	1	14	2	3.41118	0
2.962	2	14	2	3.41118	1
2.962	3	18	2	8.18288	0
2.962	4	18	2	8.18288	1
2.963	1	10	3	4.79331	0
2.963	2	10	3	4.79331	1
2.963	3	29	3	9.15552	0
2.963	4	29	3	9.15552	1
2.964	1	12	4	11.226	0
2.964	2	12	4	11.226	1
2.964	3	25	4	5.28612	0
2.964	4	25	4	5.28612	1
2.972	1	1	12	1220.24	0
2.972	2	1	12	1220.24	1
2.973	1	15	13	529.946	0
2.973	2	15	13	529.946	1
2.974	1	3	14	6.25777	0
2.974	2	3	14	6.25777	1
2.974	3	17	14	3.22052	0
2.974	4	17	14	3.22052	1
2.975	1	5	15	2.65978	0
2.975	2	5	15	2.65978	1
2.975	3	21	15	9.12274	0
2.975	4	21	15	9.12274	1
2.976	1	13	16	6.34314	0
2.976	2	13	16	6.34314	1
2.976	3	26	16	5.6179	0
2.976	4	26	16	5.6179	1
2.977	1	8	17	5.18058	0
2.977	2	8	17	5.18058	1
2.977	3	16	17	2.79974	0
2.977	4	16	17	2.79974	1
2.978	1	4	18	1151	0
2.978	2	4	18	1151	1
2.983	1	6	23	5.03674	0
2.983	2	6	23	5.03674	1
2.983	3	24	23	2.31214	0
2.983	4	24	23	2.31214	1
2.984	1	11	24	10.4226	0
2.984	2	11	24	10.4226	1
2.984	3	27	24	6.3251	0
2.984	4	27	24	6.3251	1
2.985	1	7	25	6.19721	0
2.985	2	7	25	6.19721	1
2.985	3	30	25	1.95445	0
2.985	4	30	25	1.95445	1
2.986	1	9	26	5.92759	0
2.986	2	9	26	5.92759	1
2.986	3	28	26	7.27182	0
2.986	4	28	26	7.27182	1
2.988	3	22	28	566.606	0
2.988	4	22	28	566.606	1
2.989	3	20	29	1636.21	0
2.989	4	20	29	1636.21	1
2.99	3	23	30	1311.75	0
2.99	4	23	30	1311.75	1
